t,hr,rr,hrv,temp,resp,spo2,bp,activity,arrhythmia,hypoxia,sleep,label,lead_off,anomaly,hr_normal,hrv_normal,spo2_normal,resp_normal,hr_residual_true
14.0,84.105,713.398,25.006,36.895,15.916,96.651,137.588,0.0,none,0.0,False,rest,False,0,84.105,25.006,96.651,15.916,0.0
15.0,84.046,713.892,25.015,36.9,15.867,96.475,137.262,0.0,none,0.0,False,rest,False,0,84.046,25.015,96.475,15.867,0.0
16.0,83.941,714.79,25.032,36.907,15.749,96.647,137.265,0.0,none,0.0,False,rest,False,0,83.941,25.032,96.647,15.749,0.0
17.0,83.935,714.836,25.038,36.896,15.864,96.638,137.93,0.0,none,0.0,False,rest,False,0,83.935,25.038,96.638,15.864,0.0
18.0,83.913,715.029,25.048,36.889,15.799,96.57,138.148,0.0,none,0.0,False,rest,False,0,83.913,25.048,96.57,15.799,0.0
19.0,83.861,715.467,25.07,36.894,15.626,96.645,137.454,0.0,none,0.0,False,rest,False,0,83.861,25.07,96.645,15.626,0.0
20.0,83.82,715.816,25.106,36.895,15.404,96.588,137.205,0.0,none,0.0,False,rest,False,0,83.82,25.106,96.588,15.404,0.0
21.0,83.833,715.713,25.141,36.904,15.353,96.646,137.11,0.0,none,0.0,False,rest,False,0,83.833,25.141,96.646,15.353,0.0
22.0,83.81,715.903,25.169,36.914,15.384,96.736,137.511,0.0,none,0.0,False,rest,False,0,83.81,25.169,96.736,15.384,0.0
23.0,83.781,716.152,25.185,36.936,15.514,96.821,137.214,0.0,none,0.0,False,rest,False,0,83.781,25.185,96.821,15.514,0.0
24.0,83.762,716.317,25.19,36.94,15.632,96.823,136.902,0.0,none,0.0,False,rest,False,0,83.762,25.19,96.823,15.632,0.0
25.0,83.709,716.768,25.205,36.928,15.494,96.838,136.531,0.0,none,0.0,False,rest,False,0,83.709,25.205,96.838,15.494,0.0
26.0,83.784,716.129,25.215,36.925,15.543,96.712,136.616,0.0,none,0.0,False,rest,False,0,83.784,25.215,96.712,15.543,0.0
27.0,83.839,715.656,25.21,36.917,15.72,96.745,136.568,0.0,none,0.0,False,rest,False,0,83.839,25.21,96.745,15.72,0.0
28.0,83.866,715.43,25.208,36.915,15.696,96.578,136.139,0.0,none,0.0,False,rest,False,0,83.866,25.208,96.578,15.696,0.0
29.0,84.021,714.104,25.227,36.913,15.408,96.502,136.202,0.0,none,0.0,False,rest,False,0,84.021,25.227,96.502,15.408,0.0
30.0,84.114,713.313,25.244,36.901,15.396,96.559,136.245,0.0,none,0.0,False,rest,False,0,84.114,25.244,96.559,15.396,0.0
31.0,84.177,712.785,25.266,36.903,15.321,96.486,137.107,0.0,none,0.0,False,rest,False,0,84.177,25.266,96.486,15.321,0.0
32.0,84.204,712.559,25.282,36.903,15.352,96.677,137.346,0.0,none,0.0,False,rest,False,0,84.204,25.282,96.677,15.352,0.0
33.0,84.288,711.842,25.309,36.901,15.186,96.685,138.211,0.0,none,0.0,False,rest,False,0,84.288,25.309,96.685,15.186,0.0
34.0,84.46,710.399,25.323,36.908,15.312,96.692,138.789,0.0,none,0.0,False,rest,False,0,84.46,25.323,96.692,15.312,0.0
35.0,84.672,708.614,25.32,36.905,15.517,96.755,138.874,0.0,none,0.0,False,rest,False,0,84.672,25.32,96.755,15.517,0.0
36.0,84.824,707.344,25.304,36.909,15.708,96.855,137.923,0.0,none,0.0,False,rest,False,0,84.824,25.304,96.855,15.708,0.0
37.0,84.882,706.864,25.287,36.903,15.744,97.003,137.132,0.0,none,0.0,False,rest,False,0,84.882,25.287,97.003,15.744,0.0
38.0,85.031,705.625,25.272,36.897,15.755,97.018,135.993,0.0,none,0.0,False,rest,False,0,85.031,25.272,97.018,15.755,0.0
39.0,85.075,705.26,25.276,36.906,15.504,96.98,135.643,0.0,none,0.0,False,rest,False,0,85.075,25.276,96.98,15.504,0.0
40.0,85.03,705.632,25.294,36.915,15.317,97.002,135.624,0.0,none,0.0,False,rest,False,0,85.03,25.294,97.002,15.317,0.0
41.0,84.962,706.196,25.312,36.899,15.28,96.963,134.973,0.0,none,0.0,False,rest,False,0,84.962,25.312,96.963,15.28,0.0
42.0,84.892,706.777,25.295,36.892,15.729,97.026,135.437,0.0,none,0.0,False,rest,False,0,84.892,25.295,97.026,15.729,0.0
43.0,84.786,707.663,25.314,36.886,15.275,97.145,135.83,0.0,none,0.0,False,rest,False,0,84.786,25.314,97.145,15.275,0.0
44.0,84.631,708.956,25.327,36.887,15.317,97.136,136.548,0.0,none,0.0,False,rest,False,0,84.631,25.327,97.136,15.317,0.0
45.0,84.521,709.882,25.332,36.884,15.415,97.06,137.701,0.0,none,0.0,False,rest,False,0,84.521,25.332,97.06,15.415,0.0
46.0,84.426,710.683,25.322,36.883,15.6,96.855,137.35,0.0,none,0.0,False,rest,False,0,84.426,25.322,96.855,15.6,0.0
47.0,84.301,711.736,25.326,36.885,15.424,96.763,137.621,0.0,none,0.0,False,rest,False,0,84.301,25.326,96.763,15.424,0.0
48.0,84.153,712.991,25.311,36.884,15.695,96.725,137.804,0.0,none,0.0,False,rest,False,0,84.153,25.311,96.725,15.695,0.0
49.0,84.073,713.669,25.29,36.892,15.787,96.725,138.454,0.0,none,0.0,False,rest,False,0,84.073,25.29,96.725,15.787,0.0
50.0,84.007,714.226,25.265,36.888,15.874,96.654,138.189,0.0,none,0.0,False,rest,False,0,84.007,25.265,96.654,15.874,0.0
51.0,83.876,715.339,25.245,36.893,15.853,96.602,138.884,0.0,none,0.0,False,rest,False,0,83.876,25.245,96.602,15.853,0.0
52.0,83.798,716.01,25.214,36.901,16.029,96.546,139.123,0.0,none,0.0,False,rest,False,0,83.798,25.214,96.546,16.029,0.0
53.0,83.618,717.545,25.179,36.897,16.134,96.59,139.579,0.0,none,0.0,False,rest,False,0,83.618,25.179,96.59,16.134,0.0
54.0,83.448,719.014,25.137,36.898,16.285,96.603,140.18,0.0,none,0.0,False,rest,False,0,83.448,25.137,96.603,16.285,0.0
55.0,83.223,720.957,25.099,36.893,16.299,96.616,139.584,0.0,none,0.0,False,rest,False,0,83.223,25.099,96.616,16.299,0.0
56.0,82.926,723.537,25.06,36.88,16.375,96.674,138.756,0.0,none,0.0,False,rest,False,0,82.926,25.06,96.674,16.375,0.0
57.0,82.681,725.678,25.026,36.89,16.361,96.622,138.71,0.0,none,0.0,False,rest,False,0,82.681,25.026,96.622,16.361,0.0
58.0,82.511,727.172,24.983,36.889,16.548,96.697,138.663,0.0,none,0.0,False,rest,False,0,82.511,24.983,96.697,16.548,0.0
59.0,82.321,728.852,24.946,36.906,16.526,96.909,138.573,0.0,none,0.0,False,rest,False,0,82.321,24.946,96.909,16.526,0.0
60.0,82.16,730.281,24.915,36.914,16.517,96.785,138.006,0.0,none,0.0,False,rest,False,0,82.16,24.915,96.785,16.517,0.0
61.0,83.662,717.167,24.559,36.9,16.96,96.828,137.553,0.111,none,0.0,False,walking,False,0,83.662,24.559,96.828,16.96,0.0
62.0,85.886,698.603,24.046,36.905,17.381,96.958,138.399,0.197,none,0.0,False,walking,False,0,85.886,24.046,96.958,17.381,0.0
63.0,88.571,677.42,23.433,36.914,18.019,96.945,138.339,0.264,none,0.0,False,walking,False,0,88.571,23.433,96.945,18.019,0.0
64.0,91.342,656.875,22.757,36.913,18.843,96.948,139.065,0.316,none,0.0,False,walking,False,0,91.342,22.757,96.948,18.843,0.0
65.0,94.045,637.995,22.047,36.914,19.708,96.908,139.545,0.357,none,0.0,False,walking,False,0,94.045,22.047,96.908,19.708,0.0
66.0,96.563,621.355,21.337,36.91,20.35,96.815,140.226,0.388,none,0.0,False,walking,False,0,96.563,21.337,96.815,20.35,0.0
67.0,98.884,606.773,20.643,36.909,20.951,96.77,140.461,0.413,none,0.0,False,walking,False,0,98.884,20.643,96.77,20.951,0.0
68.0,101.09,593.529,19.963,36.914,21.704,96.768,141.028,0.432,none,0.0,False,walking,False,0,101.09,19.963,96.768,21.704,0.0
69.0,102.987,582.596,19.31,36.911,22.351,96.734,141.748,0.447,none,0.0,False,walking,False,0,102.987,19.31,96.734,22.351,0.0
70.0,104.598,573.622,18.709,36.919,22.508,96.71,143.049,0.459,none,0.0,False,walking,False,0,104.598,18.709,96.71,22.508,0.0
71.0,106.192,565.015,18.14,36.887,23.033,96.605,142.552,0.468,none,0.0,False,walking,False,0,106.192,18.14,96.605,23.033,0.0
72.0,107.628,557.475,17.619,36.896,23.238,96.624,143.249,0.475,none,0.0,False,walking,False,0,107.628,17.619,96.624,23.238,0.0
73.0,108.808,551.43,17.127,36.89,23.737,96.431,145.09,0.481,none,0.0,False,walking,False,0,108.808,17.127,96.431,23.737,0.0
74.0,109.931,545.798,16.68,36.905,23.885,96.329,145.204,0.485,none,0.0,False,walking,False,0,109.931,16.68,96.329,23.885,0.0
75.0,110.956,540.752,16.264,36.896,24.238,96.34,146.093,0.488,none,0.0,False,walking,False,0,110.956,16.264,96.34,24.238,0.0
76.0,111.789,536.727,15.888,36.895,24.336,96.388,146.172,0.491,none,0.0,False,walking,False,0,111.789,15.888,96.388,24.336,0.0
77.0,112.462,533.512,15.556,36.903,24.318,96.235,146.709,0.493,none,0.0,False,walking,False,0,112.462,15.556,96.235,24.318,0.0
78.0,113.081,530.595,15.235,36.896,24.84,96.224,147.708,0.494,none,0.0,False,walking,False,0,113.081,15.235,96.224,24.84,0.0
79.0,113.678,527.805,14.948,36.896,24.878,96.286,148.138,0.496,none,0.0,False,walking,False,0,113.678,14.948,96.286,24.878,0.0
80.0,114.327,524.812,14.69,36.9,24.947,96.235,149.144,0.497,none,0.0,False,walking,False,0,114.327,14.69,96.235,24.947,0.0
81.0,114.806,522.623,14.454,36.894,25.114,96.313,148.817,0.497,none,0.0,False,walking,False,0,114.806,14.454,96.313,25.114,0.0
82.0,115.248,520.618,14.251,36.894,24.989,96.239,148.529,0.498,none,0.0,False,walking,False,0,115.248,14.251,96.239,24.989,0.0
83.0,115.585,519.097,14.055,36.907,25.314,96.231,149.288,0.498,none,0.0,False,walking,False,0,115.585,14.055,96.231,25.314,0.0
84.0,115.634,518.877,13.884,36.925,25.286,96.303,149.9,0.499,none,0.0,False,walking,False,0,115.634,13.884,96.303,25.286,0.0
85.0,115.765,518.291,13.73,36.952,25.32,96.371,150.536,0.499,none,0.0,False,walking,False,0,115.765,13.73,96.371,25.32,0.0
86.0,116.017,517.167,13.58,36.955,25.621,96.249,150.444,0.499,none,0.0,False,walking,False,0,116.017,13.58,96.249,25.621,0.0
87.0,116.158,516.537,13.456,36.964,25.44,96.293,150.799,0.499,none,0.0,False,walking,False,0,116.158,13.456,96.293,25.44,0.0
88.0,116.266,516.058,13.346,36.944,25.446,96.283,151.321,0.5,none,0.0,False,walking,False,0,116.266,13.346,96.283,25.446,0.0
89.0,116.403,515.449,13.261,36.947,25.193,96.291,151.289,0.5,none,0.0,False,walking,False,0,116.403,13.261,96.291,25.193,0.0
90.0,116.55,514.799,13.185,36.966,25.211,96.055,150.552,0.5,none,0.0,False,walking,False,0,116.55,13.185,96.055,25.211,0.0
91.0,116.693,514.172,13.126,36.954,25.051,96.076,151.353,0.5,none,0.0,False,walking,False,0,116.693,13.126,96.076,25.051,0.0
92.0,116.673,514.259,13.077,36.952,24.964,96.115,151.444,0.5,none,0.0,False,walking,False,0,116.673,13.077,96.115,24.964,0.0
93.0,116.626,514.463,13.037,36.951,24.924,96.147,151.944,0.5,none,0.0,False,walking,False,0,116.626,13.037,96.147,24.924,0.0
94.0,116.529,514.891,13.0,36.941,24.937,96.143,152.77,0.5,none,0.0,False,walking,False,0,116.529,13.0,96.143,24.937,0.0
95.0,116.422,515.367,12.971,36.959,24.866,96.166,152.904,0.5,none,0.0,False,walking,False,0,116.422,12.971,96.166,24.866,0.0
96.0,116.28,515.995,12.958,36.976,24.605,96.204,152.997,0.5,none,0.0,False,walking,False,0,116.28,12.958,96.204,24.605,0.0
97.0,116.119,516.712,12.955,36.975,24.434,96.364,152.568,0.5,none,0.0,False,walking,False,0,116.119,12.955,96.364,24.434,0.0
98.0,115.961,517.416,12.964,36.983,24.19,96.387,152.681,0.5,none,0.0,False,walking,False,0,115.961,12.964,96.387,24.19,0.0
99.0,115.885,517.756,12.963,36.986,24.37,96.386,151.953,0.5,none,0.0,False,walking,False,0,115.885,12.963,96.386,24.37,0.0
100.0,115.825,518.022,12.96,36.969,24.404,96.144,151.973,0.5,none,0.0,False,walking,False,0,115.825,12.96,96.144,24.404,0.0
101.0,115.809,518.097,12.956,36.971,24.453,96.239,151.827,0.5,none,0.0,False,walking,False,0,115.809,12.956,96.239,24.453,0.0
102.0,115.806,518.106,12.941,36.982,24.679,96.165,151.503,0.5,none,0.0,False,walking,False,0,115.806,12.941,96.165,24.679,0.0
103.0,115.755,518.336,12.928,36.994,24.69,96.314,150.969,0.5,none,0.0,False,walking,False,0,115.755,12.928,96.314,24.69,0.0
104.0,115.893,517.718,12.915,37.01,24.708,96.303,150.219,0.5,none,0.0,False,walking,False,0,115.893,12.915,96.303,24.708,0.0
105.0,115.986,517.306,12.911,37.017,24.549,96.17,150.999,0.5,none,0.0,False,walking,False,0,115.986,12.911,96.17,24.549,0.0
106.0,116.047,517.033,12.908,37.013,24.546,96.211,150.64,0.5,none,0.0,False,walking,False,0,116.047,12.908,96.211,24.546,0.0
107.0,116.188,516.405,12.91,37.004,24.438,96.271,150.875,0.5,none,0.0,False,walking,False,0,116.188,12.91,96.271,24.438,0.0
108.0,116.361,515.638,12.922,37.007,24.228,96.29,150.63,0.5,none,0.0,False,walking,False,0,116.361,12.922,96.29,24.228,0.0
109.0,116.651,514.354,12.929,36.986,24.319,96.298,149.991,0.5,none,0.0,False,walking,False,0,116.651,12.929,96.298,24.319,0.0
110.0,116.831,513.564,12.944,36.988,24.121,96.353,150.391,0.5,none,0.0,False,walking,False,0,116.831,12.944,96.353,24.121,0.0
111.0,117.061,512.555,12.961,36.983,24.043,96.454,150.108,0.5,none,0.0,False,walking,False,0,117.061,12.961,96.454,24.043,0.0
112.0,117.129,512.254,12.965,36.976,24.272,96.503,149.222,0.5,none,0.0,False,walking,False,0,117.129,12.965,96.503,24.272,0.0
113.0,117.264,511.666,12.962,36.994,24.427,96.517,149.272,0.5,none,0.0,False,walking,False,0,117.264,12.962,96.517,24.427,0.0
114.0,117.25,511.728,12.969,36.987,24.209,96.552,149.56,0.5,none,0.0,False,walking,False,0,117.25,12.969,96.552,24.209,0.0
115.0,117.178,512.041,12.973,36.981,24.248,96.593,150.042,0.5,none,0.0,False,walking,False,0,117.178,12.973,96.593,24.248,0.0
116.0,117.084,512.451,12.972,36.952,24.349,96.54,149.326,0.5,none,0.0,False,walking,False,0,117.084,12.972,96.54,24.349,0.0
117.0,116.949,513.042,12.979,36.946,24.187,96.495,149.625,0.5,none,0.0,False,walking,False,0,116.949,12.979,96.495,24.187,0.0
118.0,116.835,513.543,12.975,36.931,24.4,96.704,150.526,0.5,none,0.0,False,walking,False,0,116.835,12.975,96.704,24.4,0.0
119.0,116.752,513.912,12.969,36.942,24.446,96.755,150.627,0.5,none,0.0,False,walking,False,0,116.752,12.969,96.755,24.446,0.0
120.0,116.714,514.076,12.966,36.942,24.41,96.666,150.53,0.5,none,0.0,False,walking,False,0,116.714,12.966,96.666,24.41,0.0
121.0,116.19,516.397,13.125,36.961,24.082,96.658,150.957,0.389,none,0.0,False,recovery,False,0,116.19,13.125,96.658,24.082,0.0
122.0,115.353,520.141,13.413,36.966,23.589,96.707,151.168,0.303,none,0.0,False,recovery,False,0,115.353,13.413,96.707,23.589,0.0
123.0,114.29,524.983,13.795,36.987,23.12,96.709,150.147,0.236,none,0.0,False,recovery,False,0,114.29,13.795,96.709,23.12,0.0
124.0,113.096,530.522,14.245,36.973,22.642,96.702,149.958,0.184,none,0.0,False,recovery,False,0,113.096,14.245,96.702,22.642,0.0
125.0,111.676,537.269,14.715,36.977,22.571,96.792,148.848,0.143,none,0.0,False,recovery,False,0,111.676,14.715,96.792,22.571,0.0
126.0,110.139,544.764,15.214,36.967,22.135,96.627,147.689,0.112,none,0.0,False,recovery,False,0,110.139,15.214,96.627,22.135,0.0
127.0,108.579,552.591,15.74,36.965,21.58,96.672,146.425,0.087,none,0.0,False,recovery,False,0,108.579,15.74,96.672,21.58,0.0
128.0,107.007,560.709,16.273,36.952,21.123,96.787,145.413,0.068,none,0.0,False,recovery,False,0,107.007,16.273,96.787,21.123,0.0
129.0,105.413,569.191,16.804,36.951,20.731,96.84,144.963,0.053,none,0.0,False,recovery,False,0,105.413,16.804,96.84,20.731,0.0
130.0,103.826,577.887,17.321,36.946,20.405,96.865,144.443,0.041,none,0.0,False,recovery,False,0,103.826,17.321,96.865,20.405,0.0
131.0,102.333,586.32,17.833,36.951,19.941,96.874,143.755,0.032,none,0.0,False,recovery,False,0,102.333,17.833,96.874,19.941,0.0
132.0,100.826,595.086,18.335,36.963,19.489,96.813,143.83,0.025,none,0.0,False,recovery,False,0,100.826,18.335,96.813,19.489,0.0
133.0,99.334,604.025,18.807,36.976,19.299,96.86,143.356,0.019,none,0.0,False,recovery,False,0,99.334,18.807,96.86,19.299,0.0
134.0,97.923,612.724,19.266,36.966,18.878,96.755,143.243,0.015,none,0.0,False,recovery,False,0,97.923,19.266,96.755,18.878,0.0
135.0,96.664,620.707,19.719,36.96,18.366,96.772,142.396,0.012,none,0.0,False,recovery,False,0,96.664,19.719,96.772,18.366,0.0
136.0,95.44,628.664,20.144,36.96,18.131,96.874,142.529,0.009,none,0.0,False,recovery,False,0,95.44,20.144,96.874,18.131,0.0
137.0,94.285,636.37,20.529,36.953,18.092,96.945,141.857,0.007,none,0.0,False,recovery,False,0,94.285,20.529,96.945,18.092,0.0
138.0,93.219,643.648,20.888,36.96,17.903,96.835,141.912,0.006,none,0.0,False,recovery,False,0,93.219,20.888,96.835,17.903,0.0
139.0,92.125,651.291,21.238,36.95,17.519,96.888,141.547,0.004,none,0.0,False,recovery,False,0,92.125,21.238,96.888,17.519,0.0
140.0,91.15,658.256,21.541,36.963,17.656,96.98,140.801,0.003,none,0.0,False,recovery,False,0,91.15,21.541,96.98,17.656,0.0
141.0,90.208,665.131,21.813,36.975,17.627,97.068,140.973,0.003,none,0.0,False,recovery,False,0,90.208,21.813,97.068,17.627,0.0
142.0,89.354,671.487,22.06,36.959,17.574,97.036,140.718,0.002,none,0.0,False,recovery,False,0,89.354,22.06,97.036,17.574,0.0
143.0,88.563,677.486,22.285,36.973,17.507,96.958,140.511,0.002,none,0.0,False,recovery,False,0,88.563,22.285,96.958,17.507,0.0
144.0,87.913,682.49,22.49,36.974,17.447,96.865,140.527,0.001,none,0.0,False,recovery,False,0,87.913,22.49,96.865,17.447,0.0
145.0,87.418,686.354,22.695,36.985,17.125,96.829,140.074,0.001,none,0.0,False,recovery,False,0,87.418,22.695,96.829,17.125,0.0
146.0,87.044,689.31,22.879,36.979,17.109,96.909,140.117,0.001,none,0.0,False,recovery,False,0,87.044,22.879,96.909,17.109,0.0
147.0,86.71,691.963,23.035,36.984,17.216,97.081,139.888,0.001,none,0.0,False,recovery,False,0,86.71,23.035,97.081,17.216,0.0
148.0,86.426,694.232,23.178,36.981,17.138,97.13,139.836,0.0,none,0.0,False,recovery,False,0,86.426,23.178,97.13,17.138,0.0
149.0,86.124,696.671,23.309,36.988,17.1,97.133,139.431,0.0,none,0.0,False,recovery,False,0,86.124,23.309,97.133,17.1,0.0
150.0,85.766,699.579,23.44,36.983,16.88,97.147,138.875,0.0,none,0.0,False,recovery,False,0,85.766,23.44,97.147,16.88,0.0
151.0,85.506,701.701,23.562,36.995,16.811,95.641,139.564,0.0,none,0.9,False,hypoxia,False,1,85.506,23.562,97.116,16.811,0.0
152.0,85.424,702.376,23.644,36.991,16.877,94.376,139.786,0.0,none,0.9,False,hypoxia,False,1,85.323,23.668,97.153,16.835,0.101
153.0,85.773,699.524,23.659,36.991,17.142,93.276,139.953,0.0,none,0.9,False,hypoxia,False,1,85.174,23.75,97.202,16.991,0.599
154.0,86.578,693.018,23.613,37.001,17.426,92.14,139.39,0.0,none,0.9,False,hypoxia,False,1,85.03,23.815,97.081,17.105,1.548
155.0,87.659,684.471,23.55,37.001,17.287,91.164,139.497,0.0,none,0.9,False,hypoxia,False,1,84.867,23.898,97.0,16.754,2.792
156.0,89.039,673.861,23.467,37.0,17.282,90.35,140.544,0.0,none,0.9,False,hypoxia,False,1,84.754,23.989,96.978,16.51,4.286
157.0,90.671,661.736,23.357,36.995,17.466,89.632,140.249,0.0,none,0.9,False,hypoxia,False,1,84.708,24.075,96.958,16.439,5.963
158.0,92.367,649.58,23.22,36.975,17.697,88.948,140.631,0.0,none,0.9,False,hypoxia,False,1,84.662,24.154,96.89,16.404,7.706
159.0,94.177,637.097,23.065,36.961,17.872,88.263,140.455,0.0,none,0.9,False,hypoxia,False,1,84.64,24.23,96.748,16.303,9.537
160.0,96.076,624.505,22.884,36.956,18.294,87.786,140.107,0.0,none,0.9,False,hypoxia,False,1,84.75,24.287,96.752,16.454,11.326
161.0,97.807,613.452,22.691,36.975,18.652,87.493,140.389,0.0,none,0.9,False,hypoxia,False,1,84.851,24.33,96.883,16.557,12.956
162.0,99.225,604.683,22.488,36.971,18.988,87.211,139.962,0.0,none,0.9,False,hypoxia,False,1,84.815,24.36,96.976,16.653,14.41
163.0,100.711,595.766,22.279,36.965,19.286,86.874,139.116,0.0,none,0.9,False,hypoxia,False,1,84.879,24.382,96.97,16.721,15.832
164.0,102.264,586.718,22.072,36.97,19.451,86.51,139.298,0.0,none,0.9,False,hypoxia,False,1,85.06,24.406,96.897,16.663,17.204
165.0,103.759,578.262,21.86,36.962,19.765,86.267,139.759,0.0,none,0.9,False,hypoxia,False,1,85.292,24.419,96.913,16.767,18.468
166.0,105.012,571.362,21.648,36.966,20.151,86.252,139.665,0.0,none,0.9,False,hypoxia,False,1,85.501,24.416,97.124,16.969,19.511
167.0,106.12,565.4,21.427,36.954,20.536,85.978,139.54,0.0,none,0.9,False,hypoxia,False,1,85.596,24.398,97.052,17.177,20.523
168.0,107.172,559.847,21.223,36.959,20.606,85.852,139.664,0.0,none,0.9,False,hypoxia,False,1,85.747,24.389,97.104,17.086,21.425
169.0,107.979,555.664,21.028,36.969,20.765,85.693,139.863,0.0,none,0.9,False,hypoxia,False,1,85.735,24.381,97.102,17.094,22.244
170.0,108.706,551.946,20.838,36.958,20.949,85.529,139.94,0.0,none,0.9,False,hypoxia,False,1,85.711,24.37,97.076,17.136,22.996
171.0,109.347,548.714,20.674,36.962,20.888,85.485,139.83,0.0,none,0.9,False,hypoxia,False,1,85.697,24.374,97.154,16.95,23.649
172.0,109.876,546.072,20.513,36.959,21.06,85.318,139.614,0.0,none,0.9,False,hypoxia,False,1,85.64,24.374,97.095,17.002,24.235
173.0,110.255,544.193,20.366,36.971,21.073,85.218,139.747,0.0,none,0.9,False,hypoxia,False,1,85.535,24.381,97.091,16.904,24.72
174.0,110.693,542.042,20.237,36.981,21.013,85.107,139.88,0.0,none,0.9,False,hypoxia,False,1,85.468,24.4,97.064,16.74,25.225
175.0,111.099,540.061,20.11,36.979,21.206,85.062,139.764,0.0,none,0.9,False,hypoxia,False,1,85.417,24.408,97.093,16.84,25.681
176.0,111.336,538.91,19.986,36.966,21.353,85.011,139.713,0.0,none,0.9,False,hypoxia,False,1,85.311,24.412,97.108,16.903,26.025
177.0,111.426,538.472,19.871,36.969,21.466,85.024,139.712,0.0,none,0.9,False,hypoxia,False,1,85.167,24.411,97.179,16.944,26.259
178.0,111.695,537.178,19.764,36.967,21.516,84.989,139.809,0.0,none,0.9,False,hypoxia,False,1,85.12,24.412,97.195,16.93,26.575
179.0,111.808,536.633,19.677,36.974,21.425,85.013,139.951,0.0,none,0.9,False,hypoxia,False,1,85.032,24.424,97.265,16.785,26.776
180.0,111.91,536.145,19.615,36.979,21.225,85.101,140.29,0.0,none,0.9,False,hypoxia,False,1,84.981,24.451,97.393,16.543,26.929
181.0,111.908,536.154,19.559,36.968,21.152,84.906,139.683,0.0,none,0.9,False,hypoxia,False,1,84.838,24.485,97.233,16.422,27.07
182.0,111.92,536.095,19.513,36.973,21.128,84.954,140.348,0.0,none,0.9,False,hypoxia,False,1,84.728,24.519,97.313,16.359,27.192
183.0,111.929,536.055,19.471,36.974,21.18,85.014,139.729,0.0,none,0.9,False,hypoxia,False,1,84.644,24.548,97.4,16.381,27.284
184.0,111.894,536.222,19.444,36.986,21.032,85.018,139.746,0.0,none,0.9,False,hypoxia,False,1,84.53,24.586,97.429,16.207,27.363
185.0,111.876,536.307,19.433,36.982,20.772,84.918,138.838,0.0,none,0.9,False,hypoxia,False,1,84.413,24.64,97.351,15.919,27.464
186.0,111.831,536.524,19.407,36.989,21.036,84.929,138.328,0.0,none,0.9,False,hypoxia,False,1,84.279,24.671,97.381,16.158,27.552
187.0,111.778,536.778,19.387,36.988,21.056,85.064,138.781,0.0,none,0.9,False,hypoxia,False,1,84.183,24.697,97.533,16.166,27.595
188.0,111.754,536.894,19.366,36.997,21.073,84.999,138.834,0.0,none,0.9,False,hypoxia,False,1,84.102,24.72,97.482,16.169,27.652
189.0,111.711,537.101,19.334,36.97,21.26,84.949,139.19,0.0,none,0.9,False,hypoxia,False,1,83.992,24.728,97.446,16.34,27.718
190.0,111.808,536.632,19.312,36.971,21.154,84.931,139.044,0.0,none,0.9,False,hypoxia,False,1,83.974,24.744,97.44,16.218,27.835
191.0,112.043,535.509,19.298,36.988,21.065,84.924,138.911,0.0,none,0.9,False,hypoxia,False,1,84.088,24.766,97.443,16.116,27.955
192.0,112.198,534.769,19.285,36.988,21.102,84.963,138.721,0.0,none,0.9,False,hypoxia,False,1,84.167,24.783,97.491,16.143,28.03
