t,hr,rr,hrv,temp,resp,spo2,bp,activity,leads_ok,source
181.0,91.7,654.4,43.1,36.64,19.1,84.7,117.5,0.004,True,simulated
182.0,91.2,657.7,43.5,36.58,20.0,85.8,115.2,0.006,True,simulated
183.0,91.5,655.6,42.3,36.6,17.9,84.9,120.8,0.0,True,simulated
184.0,91.0,659.5,42.5,36.61,18.4,85.0,114.5,0.0,True,simulated
185.0,89.3,671.8,43.6,36.65,18.3,85.0,116.9,0.005,True,simulated
186.0,88.8,675.9,43.8,36.58,19.0,85.2,117.2,0.0,True,simulated
187.0,88.3,679.3,43.3,36.58,18.1,84.6,118.5,0.004,True,simulated
188.0,88.8,676.0,40.8,36.59,19.1,85.0,117.0,0.0,True,simulated
189.0,88.7,676.6,42.3,36.64,19.6,84.9,116.6,0.003,True,simulated
190.0,89.8,668.2,42.4,36.59,18.4,85.5,120.7,0.014,True,simulated
191.0,89.0,673.9,39.5,36.58,18.4,86.5,117.6,0.0,True,simulated
192.0,89.8,668.2,39.8,36.55,18.8,85.6,117.7,0.033,True,simulated
193.0,89.3,671.7,40.6,36.61,18.7,86.5,116.8,0.0,True,simulated
194.0,88.5,677.7,38.5,36.69,17.9,85.6,116.6,0.0,True,simulated
195.0,88.5,677.7,38.5,36.67,18.6,86.0,117.9,0.0,True,simulated
196.0,88.0,682.2,37.3,36.69,18.8,84.8,117.3,0.009,True,simulated
197.0,88.7,676.4,38.4,36.65,18.3,85.3,114.4,0.041,True,simulated
198.0,88.6,677.2,38.3,36.6,19.1,86.6,119.4,0.004,True,simulated
199.0,89.0,673.8,37.3,36.62,19.6,85.3,117.4,0.014,True,simulated
200.0,89.1,673.2,36.7,36.56,19.9,85.9,118.6,0.0,True,simulated
201.0,89.3,671.8,36.2,36.59,20.1,85.4,116.8,0.011,True,simulated
202.0,87.9,683.0,35.8,36.64,19.4,85.4,117.5,0.043,True,simulated
203.0,88.7,676.5,36.9,36.59,19.7,85.9,118.0,0.013,True,simulated
204.0,89.5,670.2,36.7,36.61,18.7,85.2,115.7,0.005,True,simulated
205.0,87.5,685.6,42.1,36.64,20.0,85.9,116.1,0.013,True,simulated
206.0,87.7,684.2,43.8,36.57,19.3,85.1,113.5,0.0,True,simulated
207.0,87.2,688.2,42.8,36.57,19.0,85.4,119.8,0.0,True,simulated
208.0,85.7,700.2,40.1,36.6,18.6,85.2,115.4,0.0,True,simulated
209.0,85.8,699.4,40.1,36.58,19.7,85.3,116.7,0.0,True,simulated
210.0,87.1,689.0,44.4,36.57,19.5,85.0,117.9,0.0,True,simulated
211.0,87.4,686.1,46.2,36.59,18.7,85.1,117.5,0.016,True,simulated
212.0,88.4,678.5,46.1,36.58,19.1,87.0,116.6,0.009,True,simulated
213.0,88.4,678.9,45.4,36.62,17.9,87.6,114.2,0.0,True,simulated
214.0,88.3,679.6,45.8,36.62,18.5,87.7,116.3,0.0,True,simulated
215.0,86.7,692.0,46.2,36.61,19.2,88.6,112.5,0.006,True,simulated
216.0,85.8,699.2,46.0,36.6,17.9,89.1,117.1,0.0,True,simulated
217.0,83.9,715.2,48.3,36.53,18.1,89.6,116.9,0.0,True,simulated
218.0,83.9,714.9,48.3,36.52,17.4,90.5,113.7,0.0,True,simulated
219.0,83.7,716.9,48.3,36.51,17.8,90.7,113.7,0.0,True,simulated
220.0,82.4,728.3,49.4,36.57,17.6,90.6,112.8,0.0,True,simulated
221.0,81.1,739.7,49.9,36.54,17.7,91.3,115.3,0.006,True,simulated
222.0,80.8,742.5,50.5,36.56,17.0,92.2,112.0,0.013,True,simulated
223.0,80.4,746.4,50.6,36.48,16.3,92.6,113.9,0.0,True,simulated
224.0,81.1,739.4,50.6,36.54,16.2,92.7,112.9,0.013,True,simulated
225.0,80.6,744.9,53.8,36.55,16.9,92.7,112.6,0.0,True,simulated
226.0,78.9,760.7,49.7,36.5,16.7,93.7,113.4,0.0,True,simulated
227.0,79.1,758.2,48.9,36.5,15.8,93.4,111.3,0.02,True,simulated
228.0,77.4,775.4,51.2,36.5,16.8,93.3,111.6,0.019,True,simulated
229.0,76.0,789.5,50.7,36.6,15.8,93.8,111.7,0.0,True,simulated
230.0,75.7,792.9,51.7,36.56,16.1,93.7,113.2,0.003,True,simulated
231.0,74.6,803.8,47.5,36.49,15.6,94.8,111.2,0.0,True,simulated
232.0,74.4,806.3,46.7,36.59,15.4,93.9,109.6,0.0,True,simulated
233.0,73.3,818.2,47.7,36.52,16.4,94.6,111.3,0.02,True,simulated
234.0,73.0,821.9,48.8,36.52,15.4,95.0,109.2,0.0,True,simulated
235.0,71.6,837.6,48.8,36.55,15.5,94.6,114.8,0.029,True,simulated
236.0,70.5,851.4,48.7,36.55,14.6,95.1,108.5,0.0,True,simulated
237.0,70.9,846.3,47.9,36.54,15.7,95.3,110.1,0.031,True,simulated
238.0,70.9,846.2,48.1,36.55,15.5,96.1,110.4,0.0,True,simulated
239.0,70.4,851.8,46.5,36.59,14.9,95.7,112.6,0.0,True,simulated
240.0,69.7,860.6,46.5,36.56,14.8,95.2,110.4,0.0,True,simulated
241.0,69.9,858.2,49.5,36.59,14.6,96.1,115.6,0.026,True,simulated
242.0,74.7,802.9,74.0,36.58,14.3,96.1,110.6,0.018,True,simulated
243.0,68.4,877.1,144.4,36.6,14.7,96.5,112.2,0.01,True,simulated
244.0,68.4,876.8,227.0,36.54,14.4,96.7,110.4,0.013,True,simulated
245.0,68.4,876.8,227.0,36.53,14.2,96.7,109.4,0.0,True,simulated
246.0,66.8,898.3,232.7,36.54,13.6,97.2,110.3,0.0,True,simulated
247.0,61.5,975.9,232.5,36.5,13.6,96.4,109.6,0.0,True,simulated
248.0,60.8,986.7,232.4,36.55,14.0,96.3,108.3,0.017,True,simulated
249.0,65.0,923.7,231.7,36.55,13.8,96.3,109.3,0.0,True,simulated
250.0,64.8,926.4,231.6,36.59,13.6,96.7,110.7,0.0,True,simulated
251.0,64.9,924.7,231.7,36.53,14.2,96.9,113.3,0.023,True,simulated
252.0,65.5,916.6,231.7,36.55,14.8,97.1,112.2,0.0,True,simulated
253.0,70.3,853.4,238.0,36.53,13.7,97.1,112.3,0.007,True,simulated
254.0,64.6,928.5,272.1,36.57,14.9,97.2,114.5,0.021,True,simulated
255.0,64.4,931.0,278.3,36.53,13.9,97.4,115.1,0.024,True,simulated
256.0,63.6,943.2,278.1,36.58,13.4,97.3,114.1,0.022,True,simulated
257.0,63.5,945.1,278.6,36.61,15.1,97.3,110.7,0.0,True,simulated
258.0,58.9,1018.0,278.7,36.56,13.2,97.2,108.2,0.0,True,simulated
259.0,63.0,952.5,278.5,36.55,14.6,97.5,111.4,0.001,True,simulated
260.0,62.9,953.4,278.3,36.55,14.7,97.0,113.0,0.0,True,simulated
261.0,63.4,947.0,278.3,36.6,14.1,97.5,112.1,0.0,True,simulated
262.0,62.7,957.0,278.2,36.58,15.1,96.8,113.4,0.011,True,simulated
263.0,62.2,964.0,316.4,36.55,14.8,97.1,115.1,0.0,True,simulated
264.0,61.8,971.6,321.9,36.56,15.1,97.5,115.7,0.005,True,simulated
265.0,61.8,971.6,321.9,36.55,15.1,97.7,112.0,0.0,True,simulated
266.0,62.2,964.2,322.3,36.54,15.9,97.1,111.1,0.022,True,simulated
267.0,57.4,1045.9,322.3,36.54,15.4,97.9,113.3,0.005,True,simulated
268.0,61.4,976.9,321.9,36.51,14.7,97.3,112.6,0.0,True,simulated
269.0,67.1,893.6,325.4,36.53,15.7,96.2,112.9,0.011,True,simulated
270.0,61.6,974.6,330.5,36.52,14.8,97.1,116.3,0.016,True,simulated
271.0,62.1,966.9,318.2,36.5,13.9,97.7,114.3,0.0,True,simulated
272.0,62.8,954.7,292.5,36.57,16.0,97.3,112.0,0.018,True,simulated
273.0,63.8,939.9,287.9,36.55,14.2,96.9,113.6,0.016,True,simulated
274.0,62.9,954.5,291.4,36.54,15.2,97.4,112.5,0.0,True,simulated
275.0,71.3,841.7,292.0,36.53,14.3,98.3,112.9,0.002,True,simulated
276.0,75.3,797.2,292.4,36.56,13.9,96.9,112.8,0.032,True,simulated
277.0,79.2,757.9,292.4,36.51,13.6,97.6,108.3,0.023,True,simulated
278.0,79.6,754.2,292.6,36.55,13.9,97.5,113.3,0.0,True,simulated
279.0,84.7,708.3,288.8,36.54,13.7,97.4,110.3,0.0,True,simulated
280.0,85.3,703.6,257.0,36.51,14.2,98.5,110.7,0.007,True,simulated
281.0,86.7,691.9,250.8,36.54,13.5,97.4,111.2,0.0,True,simulated
282.0,85.1,705.3,250.2,36.5,13.6,97.3,109.6,0.0,True,simulated
283.0,92.0,652.1,251.5,36.5,13.8,96.8,111.6,0.008,True,simulated
284.0,91.7,654.0,252.6,36.54,13.4,97.2,107.3,0.0,True,simulated
285.0,92.6,647.8,254.2,36.45,13.2,97.3,109.6,0.028,True,simulated
286.0,91.0,659.6,246.4,36.54,12.8,97.6,110.0,0.026,True,simulated
287.0,85.9,698.7,196.5,36.52,13.7,96.5,110.1,0.0,True,simulated
288.0,84.0,714.1,196.5,36.49,14.2,97.4,111.5,0.009,True,simulated
289.0,82.8,724.8,197.4,36.52,13.5,96.3,112.4,0.0,True,simulated
290.0,83.1,722.3,196.8,36.55,13.8,97.9,112.2,0.029,True,simulated
291.0,90.3,664.8,127.1,36.47,13.9,97.3,111.8,0.0,True,simulated
292.0,93.1,644.4,96.0,36.55,13.5,97.1,111.7,0.0,True,simulated
293.0,92.2,650.6,97.9,36.55,13.7,97.3,116.2,0.012,True,simulated
294.0,84.9,706.7,86.7,36.54,13.3,97.2,113.4,0.005,True,simulated
295.0,83.4,719.6,88.4,36.52,14.3,97.9,113.7,0.0,True,simulated
296.0,84.4,710.5,90.4,36.45,14.3,97.6,113.2,0.027,True,simulated
297.0,86.9,690.6,89.9,36.56,14.8,97.1,112.5,0.013,True,simulated
298.0,84.4,710.6,96.5,36.5,14.3,97.3,110.8,0.0,True,simulated
299.0,77.6,773.3,93.7,36.52,13.9,97.6,111.8,0.004,True,simulated
300.0,77.7,771.9,93.8,36.46,14.6,97.0,108.2,0.0,True,simulated
