t,hr,rr,hrv,temp,resp,spo2,bp,activity,leads_ok,source
42.0,66.3,905.5,39.9,36.71,14.3,98.5,120.4,0.0,True,simulated
43.0,65.8,912.3,39.8,36.67,14.3,98.3,114.4,0.006,True,simulated
44.0,66.0,909.4,41.8,36.68,12.9,98.5,118.0,0.004,True,simulated
45.0,65.1,921.1,42.0,36.68,14.1,98.3,115.7,0.01,True,simulated
46.0,64.6,928.9,41.6,36.67,14.9,97.7,114.5,0.0,True,simulated
47.0,64.5,930.1,40.1,36.71,14.5,98.3,115.1,0.003,True,simulated
48.0,66.4,903.1,41.0,36.72,14.1,97.4,113.7,0.011,True,simulated
49.0,66.7,899.6,42.4,36.65,14.9,98.5,115.2,0.017,True,simulated
50.0,66.8,898.1,42.4,36.71,15.1,99.0,115.4,0.0,True,simulated
51.0,67.2,893.3,42.1,36.72,15.4,98.5,113.6,0.036,True,simulated
52.0,68.0,882.5,46.0,36.71,15.1,99.0,118.1,0.0,True,simulated
53.0,68.2,880.2,45.9,36.71,15.2,99.1,117.4,0.0,True,simulated
54.0,68.6,874.5,46.7,36.7,14.6,98.3,113.7,0.0,True,simulated
55.0,69.0,870.0,46.2,36.66,14.6,98.5,119.8,0.004,True,simulated
56.0,68.8,872.6,46.7,36.67,15.3,98.2,116.8,0.034,True,simulated
57.0,68.9,870.5,46.5,36.69,15.1,98.0,113.8,0.011,True,simulated
58.0,68.4,877.8,47.6,36.75,15.1,98.8,115.6,0.014,True,simulated
59.0,69.1,868.1,44.9,36.7,14.4,98.5,117.1,0.0,True,simulated
60.0,69.4,864.3,45.3,36.76,14.2,98.4,118.6,0.035,True,simulated
61.0,69.7,860.5,45.9,36.66,14.6,98.6,118.6,0.001,True,simulated
62.0,71.0,844.8,50.2,36.72,13.5,98.3,115.3,0.031,True,simulated
63.0,71.2,842.8,49.8,36.75,13.7,97.7,114.7,0.013,True,simulated
64.0,71.0,845.3,49.9,36.65,13.5,98.2,112.2,0.0,True,simulated
65.0,70.8,846.9,50.5,36.63,13.7,98.4,116.4,0.019,True,simulated
66.0,69.9,858.5,49.9,36.62,12.6,98.4,113.7,0.011,True,simulated
67.0,69.0,869.9,50.6,36.65,12.7,98.3,114.6,0.018,True,simulated
68.0,69.0,869.2,52.0,36.68,12.6,97.5,110.0,0.0,True,simulated
69.0,67.7,886.4,50.9,36.65,12.2,98.4,115.0,0.0,True,simulated
70.0,67.9,883.5,53.4,36.61,11.5,98.1,116.3,0.021,True,simulated
71.0,68.8,871.5,53.5,36.63,11.7,98.3,116.6,0.0,True,simulated
72.0,68.2,879.2,59.4,36.63,12.0,98.7,115.8,0.0,True,simulated
73.0,66.7,899.7,57.9,36.6,12.1,97.6,114.6,0.0,True,simulated
74.0,66.5,902.8,58.2,36.63,12.1,98.4,111.7,0.012,True,simulated
75.0,65.9,910.7,58.3,36.57,11.8,98.7,115.3,0.0,True,simulated
76.0,65.3,919.4,62.4,36.59,12.9,98.4,115.0,0.027,True,simulated
77.0,65.1,922.3,59.5,36.64,13.0,98.2,118.1,0.003,True,simulated
78.0,64.0,938.1,59.6,36.64,12.9,98.7,113.3,0.011,True,simulated
79.0,63.2,948.9,61.4,36.57,12.7,98.2,110.5,0.022,True,simulated
80.0,62.8,954.8,60.3,36.54,11.2,98.1,114.0,0.0,True,simulated
81.0,63.0,952.9,60.8,36.49,11.6,98.7,114.4,0.0,True,simulated
82.0,62.7,957.7,60.6,36.55,12.5,98.7,111.9,0.0,True,simulated
83.0,63.1,951.2,61.0,36.54,12.6,99.3,111.6,0.0,True,simulated
84.0,63.2,949.9,59.7,36.51,12.7,98.4,113.9,0.009,True,simulated
85.0,62.6,958.9,60.0,36.5,13.2,98.0,110.4,0.029,True,simulated
86.0,61.9,969.6,61.8,36.53,12.1,98.3,108.6,0.0,True,simulated
87.0,61.4,976.5,61.4,36.53,12.1,98.6,117.2,0.0,True,simulated
88.0,61.7,971.8,63.4,36.59,12.6,97.2,112.5,0.009,True,simulated
89.0,61.0,983.6,60.2,36.53,12.2,97.9,111.0,0.0,True,simulated
90.0,61.2,980.1,60.7,36.52,12.0,98.2,110.9,0.012,True,simulated
91.0,61.7,972.6,62.0,36.55,11.4,97.7,109.6,0.0,True,simulated
92.0,61.3,978.5,63.3,36.56,12.3,99.0,109.6,0.013,True,simulated
93.0,60.7,988.1,64.9,36.53,12.1,98.3,110.3,0.006,True,simulated
94.0,61.5,975.5,66.3,36.59,12.4,98.2,109.6,0.016,True,simulated
95.0,61.0,983.5,66.7,36.52,12.1,98.7,109.5,0.0,True,simulated
96.0,60.5,991.4,66.8,36.52,11.9,98.1,112.1,0.016,True,simulated
97.0,60.5,992.5,67.0,36.5,11.7,97.7,111.6,0.0,True,simulated
98.0,60.2,996.4,65.8,36.5,11.5,98.6,111.6,0.0,True,simulated
99.0,60.5,992.2,70.3,36.47,11.6,97.5,114.9,0.0,True,simulated
100.0,60.8,986.3,66.0,36.49,9.6,98.2,111.3,0.03,True,simulated
101.0,61.3,979.5,67.1,36.53,10.7,99.0,111.2,0.014,True,simulated
102.0,61.5,975.6,67.6,36.54,11.0,98.1,107.3,0.0,True,simulated
103.0,60.8,987.3,66.5,36.52,10.3,98.2,109.4,0.0,True,simulated
104.0,59.6,1006.9,68.7,36.56,10.6,98.5,109.0,0.0,True,simulated
105.0,59.7,1004.6,65.9,36.53,10.0,98.5,110.8,0.0,True,simulated
106.0,60.4,993.5,66.0,36.55,11.9,99.1,111.6,0.15,True,simulated
107.0,61.2,981.1,66.7,36.58,12.1,97.6,109.0,0.271,True,simulated
108.0,63.2,948.6,66.4,36.53,12.7,98.8,111.0,0.367,True,simulated
109.0,66.7,899.5,67.0,36.53,14.1,98.2,114.5,0.435,True,simulated
110.0,69.4,864.8,66.8,36.47,15.4,98.0,118.1,0.485,True,simulated
111.0,73.9,812.0,66.7,36.49,16.2,99.5,115.9,0.539,True,simulated
112.0,76.5,784.0,65.9,36.5,16.7,97.9,120.6,0.562,True,simulated
113.0,82.1,730.9,64.8,36.54,18.3,98.0,118.6,0.609,True,simulated
114.0,88.7,676.7,65.7,36.56,17.9,97.5,120.9,0.621,True,simulated
115.0,90.3,664.3,66.8,36.51,18.8,97.7,121.3,0.643,True,simulated
116.0,94.2,636.8,66.8,36.54,20.5,96.8,121.4,0.655,True,simulated
117.0,94.1,637.7,65.0,36.54,20.4,97.4,122.9,0.648,True,simulated
118.0,96.0,625.3,61.6,36.55,21.2,97.5,123.4,0.642,True,simulated
119.0,96.4,622.3,60.7,36.57,21.4,97.9,124.1,0.683,True,simulated
120.0,97.8,613.8,60.0,36.53,21.0,97.7,123.6,0.685,True,simulated
121.0,99.7,602.1,53.9,36.52,21.4,98.3,125.3,0.686,True,simulated
122.0,101.2,593.0,53.3,36.56,22.5,97.3,127.4,0.655,True,simulated
123.0,101.5,591.3,51.7,36.6,23.7,97.7,129.3,0.688,True,simulated
124.0,102.4,585.9,48.9,36.53,23.2,98.3,130.4,0.728,True,simulated
125.0,103.5,579.6,48.0,36.61,23.9,97.2,131.7,0.715,True,simulated
126.0,103.6,579.3,47.0,36.53,22.5,97.4,129.9,0.694,True,simulated
127.0,104.2,575.6,43.6,36.57,23.9,97.5,131.9,0.698,True,simulated
128.0,104.3,575.1,41.1,36.58,23.9,97.2,133.4,0.716,True,simulated
129.0,104.3,575.2,40.8,36.59,23.5,97.8,130.1,0.705,True,simulated
130.0,105.5,568.7,38.9,36.55,23.8,97.3,133.0,0.678,True,simulated
131.0,103.3,580.7,35.0,36.57,24.2,97.5,133.3,0.69,True,simulated
132.0,103.9,577.5,31.4,36.58,23.7,97.5,132.9,0.656,True,simulated
133.0,103.9,577.7,29.9,36.58,24.4,97.1,133.6,0.687,True,simulated
134.0,104.2,576.1,27.7,36.61,23.6,97.7,135.3,0.688,True,simulated
135.0,106.2,565.2,27.0,36.61,25.3,96.9,134.7,0.694,True,simulated
136.0,106.0,566.3,24.5,36.62,24.0,97.4,137.8,0.673,True,simulated
137.0,106.3,564.4,23.7,36.65,24.4,97.2,134.6,0.702,True,simulated
138.0,106.1,565.4,23.6,36.63,23.8,96.8,135.9,0.694,True,simulated
139.0,106.4,564.0,21.6,36.63,24.2,97.6,136.8,0.694,True,simulated
140.0,106.6,562.6,20.8,36.57,23.8,98.1,134.5,0.722,True,simulated
141.0,104.8,572.6,20.4,36.59,24.0,97.7,134.6,0.683,True,simulated
142.0,105.0,571.6,21.0,36.57,24.1,97.3,136.1,0.721,True,simulated
143.0,105.2,570.3,20.6,36.63,23.8,97.8,133.6,0.687,True,simulated
144.0,105.6,568.2,19.5,36.61,23.6,98.1,133.5,0.683,True,simulated
145.0,106.3,564.3,18.7,36.6,23.2,97.4,137.2,0.688,True,simulated
146.0,106.3,564.2,19.0,36.6,24.1,97.4,137.2,0.724,True,simulated
147.0,105.7,567.7,19.7,36.62,24.5,97.2,137.9,0.716,True,simulated
148.0,106.1,565.5,19.5,36.71,24.1,97.1,135.9,0.679,True,simulated
149.0,106.3,564.6,20.4,36.69,24.8,98.1,137.7,0.714,True,simulated
150.0,107.2,559.7,20.5,36.67,24.3,97.2,139.6,0.717,True,simulated
151.0,106.2,564.8,20.0,36.7,24.9,97.4,137.7,0.666,True,simulated
152.0,106.2,565.1,19.9,36.7,24.7,97.3,139.2,0.704,True,simulated
153.0,105.3,569.6,20.1,36.67,24.7,97.3,136.4,0.677,True,simulated
154.0,105.2,570.1,19.9,36.69,23.2,97.8,138.3,0.711,True,simulated
155.0,105.5,568.7,19.8,36.69,23.2,96.9,139.0,0.698,True,simulated
156.0,104.4,574.9,20.2,36.73,23.5,97.5,138.4,0.724,True,simulated
157.0,105.2,570.3,20.3,36.71,23.4,96.8,135.6,0.716,True,simulated
158.0,104.9,571.8,19.5,36.73,23.9,97.6,136.1,0.707,True,simulated
159.0,105.5,568.7,19.5,36.69,23.0,96.6,137.2,0.698,True,simulated
160.0,106.3,564.7,19.5,36.69,24.1,96.6,140.7,0.68,True,simulated
161.0,106.8,561.6,19.5,36.71,24.9,97.4,137.5,0.718,True,simulated
162.0,106.7,562.3,18.6,36.73,24.6,97.1,137.9,0.675,True,simulated
163.0,107.2,559.9,18.5,36.7,24.7,96.5,139.3,0.708,True,simulated
164.0,105.5,568.6,18.6,36.72,24.6,97.0,139.2,0.704,True,simulated
165.0,105.6,568.0,18.0,36.72,24.3,97.5,139.7,0.677,True,simulated
166.0,103.4,580.4,18.0,36.73,24.5,97.8,140.5,0.692,True,simulated
167.0,104.6,573.7,18.9,36.74,24.8,97.5,142.8,0.702,True,simulated
168.0,105.7,567.5,18.6,36.66,25.3,97.0,142.1,0.79,True,simulated
169.0,106.3,564.4,18.4,36.71,25.3,97.0,143.9,0.814,True,simulated
170.0,107.3,559.0,19.4,36.71,25.3,97.6,145.1,0.784,True,simulated
171.0,107.5,557.9,20.0,36.69,25.4,97.6,140.9,0.869,True,simulated
172.0,108.8,551.2,20.2,36.74,25.8,97.5,146.9,0.863,True,simulated
173.0,108.8,551.4,20.0,36.69,25.7,97.6,141.8,0.87,True,simulated
174.0,108.9,550.8,20.1,36.72,26.1,97.6,148.4,0.849,True,simulated
175.0,108.5,552.9,19.8,36.65,27.2,97.7,147.9,0.858,True,simulated
176.0,108.7,552.2,20.2,36.67,25.8,97.0,148.1,0.89,True,simulated
177.0,110.1,544.8,21.5,36.66,26.2,96.7,145.6,0.89,True,simulated
178.0,110.5,542.9,22.0,36.72,27.4,97.9,150.6,0.871,True,simulated
179.0,113.5,528.6,21.9,36.71,27.7,96.8,146.9,0.9,True,simulated
180.0,111.6,537.5,20.9,36.66,26.6,97.6,146.8,0.916,True,simulated
181.0,112.9,531.7,20.6,36.72,27.5,97.6,143.7,0.886,True,simulated
182.0,112.2,534.8,20.5,36.74,27.3,97.2,147.7,0.891,True,simulated
183.0,113.8,527.2,19.9,36.65,28.1,98.1,142.5,0.908,True,simulated
184.0,112.9,531.4,19.6,36.68,27.7,97.5,146.1,0.904,True,simulated
185.0,114.6,523.6,18.5,36.76,27.2,97.0,146.1,0.885,True,simulated
186.0,115.0,521.9,18.3,36.74,27.7,96.9,147.2,0.875,True,simulated
187.0,115.2,520.7,17.8,36.69,26.6,96.6,148.1,0.911,True,simulated
188.0,115.5,519.6,17.8,36.73,27.7,98.3,147.7,0.881,True,simulated
189.0,113.3,529.8,17.8,36.77,27.3,96.4,145.0,0.893,True,simulated
190.0,114.4,524.5,18.1,36.78,27.6,97.3,145.5,0.871,True,simulated
191.0,113.0,531.2,18.3,36.79,27.5,96.8,147.2,0.894,True,simulated
192.0,114.2,525.5,17.0,36.74,28.2,97.9,146.6,0.884,True,simulated
193.0,113.4,529.1,16.3,36.77,27.6,97.5,145.6,0.87,True,simulated
194.0,114.4,524.7,15.6,36.76,27.4,97.4,146.1,0.883,True,simulated
195.0,113.7,527.7,15.1,36.71,28.6,96.6,147.6,0.917,True,simulated
196.0,114.1,525.9,15.1,36.78,27.6,96.9,144.2,0.908,True,simulated
197.0,114.9,522.3,14.6,36.78,28.5,96.9,146.6,0.906,True,simulated
198.0,114.1,525.7,14.0,36.76,27.6,96.5,150.9,0.908,True,simulated
199.0,113.9,527.0,14.3,36.73,27.8,97.2,145.1,0.886,True,simulated
200.0,112.8,531.9,13.6,36.71,27.8,96.6,142.9,0.89,True,simulated
201.0,113.8,527.4,13.7,36.73,27.7,97.5,145.5,0.902,True,simulated
202.0,113.3,529.4,14.1,36.77,27.6,96.7,147.6,0.906,True,simulated
203.0,114.1,526.0,14.1,36.72,27.3,97.1,149.8,0.908,True,simulated
204.0,113.1,530.6,13.6,36.76,27.7,96.4,150.9,0.878,True,simulated
205.0,114.5,524.2,13.0,36.78,27.9,96.2,148.0,0.863,True,simulated
206.0,113.1,530.7,13.9,36.67,27.5,97.1,148.8,0.914,True,simulated
207.0,113.4,529.0,12.9,36.77,27.9,96.6,150.2,0.932,True,simulated
208.0,112.6,532.7,12.8,36.67,28.7,97.6,149.4,0.887,True,simulated
209.0,113.5,528.5,12.9,36.66,27.6,97.4,146.9,0.897,True,simulated
210.0,113.2,529.8,12.9,36.73,28.6,96.2,143.9,0.917,True,simulated
211.0,113.1,530.6,12.9,36.7,27.5,96.9,148.8,0.884,True,simulated
212.0,114.0,526.5,14.4,36.78,28.2,97.1,150.8,0.864,True,simulated
213.0,114.0,526.1,14.7,36.66,27.7,97.4,145.8,0.903,True,simulated
214.0,113.8,527.4,14.1,36.72,28.8,97.4,144.8,0.883,True,simulated
215.0,113.4,529.2,14.2,36.77,27.8,96.4,151.6,0.897,True,simulated
216.0,114.3,524.7,14.4,36.77,27.9,97.5,146.8,0.894,True,simulated
217.0,113.4,529.2,13.8,36.73,28.1,96.9,149.9,0.894,True,simulated
218.0,114.0,526.3,14.0,36.73,27.7,97.1,151.7,0.884,True,simulated
219.0,114.2,525.5,14.4,36.76,28.1,96.8,148.1,0.866,True,simulated
220.0,115.5,519.5,13.9,36.73,27.9,97.2,151.1,0.922,True,simulated
221.0,115.0,521.6,13.5,36.78,27.8,96.7,147.3,0.864,True,simulated
222.0,116.3,515.7,14.0,36.68,27.4,97.0,145.6,0.917,True,simulated
223.0,115.7,518.4,14.6,36.72,28.4,97.6,147.7,0.905,True,simulated
224.0,117.4,511.0,14.6,36.78,27.8,96.8,149.0,0.676,True,simulated
225.0,116.2,516.1,14.9,36.73,26.0,97.2,148.2,0.559,True,simulated
226.0,115.0,521.5,15.2,36.73,26.5,97.3,144.4,0.404,True,simulated
227.0,114.3,525.1,14.5,36.76,25.1,98.1,144.9,0.297,True,simulated
228.0,111.2,539.8,14.7,36.71,24.5,97.8,143.8,0.256,True,simulated
229.0,109.6,547.4,15.5,36.68,23.1,97.8,140.8,0.205,True,simulated
230.0,108.3,554.2,17.2,36.79,23.0,97.5,141.3,0.141,True,simulated
231.0,106.3,564.3,18.5,36.7,20.3,97.5,140.8,0.106,True,simulated
232.0,105.1,571.0,18.4,36.75,21.6,97.5,140.2,0.119,True,simulated
233.0,100.5,596.8,19.6,36.74,20.0,97.5,139.6,0.069,True,simulated
234.0,99.4,603.5,19.8,36.75,18.9,98.0,137.0,0.053,True,simulated
235.0,98.4,609.8,19.1,36.73,18.0,97.9,136.6,0.071,True,simulated
236.0,96.6,621.4,21.8,36.73,18.4,97.6,132.3,0.038,True,simulated
237.0,94.9,632.2,21.8,36.7,17.5,98.1,131.6,0.045,True,simulated
238.0,91.4,656.5,22.2,36.75,16.1,97.9,130.1,0.025,True,simulated
239.0,90.3,664.1,22.1,36.73,16.3,97.7,132.1,0.039,True,simulated
240.0,87.7,684.1,25.3,36.73,15.4,98.4,133.9,0.002,True,simulated
241.0,86.4,694.8,25.5,36.75,15.4,97.9,129.9,0.033,True,simulated
242.0,83.8,716.2,25.6,36.69,14.9,97.0,131.8,0.0,True,simulated
243.0,84.0,714.6,25.5,36.73,15.1,98.0,129.7,0.0,True,simulated
244.0,83.3,720.3,26.4,36.76,15.1,97.9,132.6,0.001,True,simulated
245.0,80.4,746.5,26.7,36.73,14.9,98.3,130.9,0.0,True,simulated
246.0,80.7,743.2,28.8,36.72,15.0,97.3,123.8,0.0,True,simulated
247.0,79.1,758.2,32.3,36.71,14.9,98.0,126.2,0.006,True,simulated
248.0,76.8,781.2,32.4,36.7,14.6,98.6,126.5,0.0,True,simulated
249.0,76.2,787.0,32.8,36.67,14.4,98.7,127.3,0.02,True,simulated
250.0,74.9,800.5,32.1,36.7,14.8,97.9,126.1,0.009,True,simulated
251.0,75.9,790.0,32.3,36.66,14.4,98.5,128.0,0.008,True,simulated
252.0,74.8,801.7,39.6,36.69,13.1,98.0,128.6,0.0,True,simulated
253.0,73.8,812.7,39.1,36.71,13.0,97.6,123.6,0.043,True,simulated
254.0,73.7,814.5,41.0,36.69,14.4,98.5,126.7,0.0,True,simulated
255.0,72.8,823.9,41.0,36.66,13.0,98.5,123.9,0.0,True,simulated
256.0,73.2,819.8,42.1,36.75,13.0,97.7,123.4,0.002,True,simulated
257.0,72.7,825.5,42.8,36.65,13.4,98.0,122.0,0.008,True,simulated
258.0,71.8,835.5,41.5,36.66,13.0,98.1,123.9,0.01,True,simulated
259.0,71.0,845.5,41.5,36.65,14.1,98.5,119.3,0.0,True,simulated
260.0,70.9,845.9,41.2,36.7,13.6,98.4,122.7,0.0,True,simulated
261.0,70.5,851.3,42.5,36.75,13.3,98.4,119.7,0.02,True,simulated
262.0,69.5,863.1,42.3,36.7,13.3,98.6,123.8,0.0,True,simulated
263.0,70.4,852.0,44.6,36.68,12.2,98.2,125.0,0.008,True,simulated
264.0,71.0,845.6,45.3,36.68,13.9,97.8,121.7,0.0,True,simulated
265.0,71.4,840.2,46.8,36.68,14.6,98.9,122.4,0.001,True,simulated
266.0,71.8,835.3,46.8,36.7,13.3,98.2,122.8,0.0,True,simulated
267.0,72.3,830.2,48.2,36.71,13.1,98.9,123.6,0.034,True,simulated
268.0,71.6,838.2,47.7,36.73,14.3,98.6,120.3,0.0,True,simulated
269.0,71.3,842.0,51.2,36.66,13.9,97.8,120.2,0.026,True,simulated
270.0,71.3,841.7,50.0,36.69,13.6,98.1,122.1,0.0,True,simulated
271.0,70.7,848.8,47.8,36.74,13.6,98.8,123.0,0.0,True,simulated
272.0,70.5,851.0,47.6,36.71,12.9,98.7,124.2,0.001,True,simulated
273.0,71.1,843.8,50.1,36.69,13.8,98.5,117.4,0.021,True,simulated
274.0,71.2,842.6,50.0,36.74,13.1,97.7,120.1,0.021,True,simulated
275.0,71.4,840.4,49.8,36.66,13.8,99.0,124.0,0.0,True,simulated
276.0,71.6,838.4,44.3,36.64,13.9,98.6,118.1,0.03,True,simulated
277.0,70.8,847.2,44.3,36.72,14.2,98.5,120.1,0.0,True,simulated
278.0,71.5,839.7,44.3,36.74,14.6,98.9,119.3,0.0,True,simulated
279.0,70.7,849.2,44.9,36.75,13.7,99.5,117.7,0.0,True,simulated
280.0,70.9,846.7,45.0,36.68,13.7,98.6,122.0,0.0,True,simulated
281.0,71.4,840.4,44.6,36.71,13.6,98.3,121.7,0.018,True,simulated
282.0,72.4,828.3,44.8,36.75,14.0,98.9,121.1,0.017,True,simulated
283.0,73.0,821.9,48.5,36.73,14.5,98.5,118.5,0.006,True,simulated
284.0,73.0,822.0,48.7,36.73,14.9,98.8,118.6,0.022,True,simulated
285.0,73.4,817.0,48.6,36.76,13.8,98.8,117.7,0.0,True,simulated
286.0,72.9,823.2,48.8,36.73,13.4,98.4,123.7,0.0,True,simulated
287.0,73.2,819.3,48.4,36.66,14.7,98.7,119.8,0.0,True,simulated
288.0,74.0,811.0,46.6,36.73,14.1,97.8,117.4,0.013,True,simulated
289.0,73.0,822.4,45.8,36.7,15.0,97.8,121.2,0.0,True,simulated
290.0,72.3,830.0,45.8,36.75,14.1,98.9,122.5,0.0,True,simulated
291.0,71.9,834.3,44.7,36.71,14.3,97.9,121.3,0.0,True,simulated
292.0,70.9,845.8,45.4,36.75,14.0,98.1,122.0,0.0,True,simulated
293.0,70.2,855.1,47.3,36.74,14.9,98.4,123.4,0.0,True,simulated
294.0,70.8,847.9,44.5,36.75,13.7,97.8,124.6,0.005,True,simulated
295.0,70.5,851.4,45.3,36.72,13.5,98.5,122.7,0.0,True,simulated
296.0,70.3,853.6,45.5,36.74,15.2,98.6,123.7,0.0,True,simulated
297.0,69.8,860.1,45.9,36.73,15.0,98.5,125.1,0.0,True,simulated
298.0,69.5,863.3,44.8,36.72,14.5,97.5,126.5,0.015,True,simulated
299.0,69.8,860.1,45.7,36.65,14.2,98.6,124.1,0.0,True,simulated
300.0,70.7,848.1,45.6,36.68,14.6,98.1,121.0,0.0,True,simulated
301.0,70.6,850.4,45.7,36.71,13.7,98.8,120.1,0.008,True,simulated
302.0,70.5,850.6,47.3,36.73,13.4,97.4,125.9,0.019,True,simulated
303.0,70.8,848.0,45.3,36.72,14.4,98.2,120.6,0.0,True,simulated
304.0,70.9,846.8,46.5,36.7,14.1,99.0,124.3,0.02,True,simulated
305.0,71.5,838.9,45.6,36.71,14.6,98.4,122.8,0.134,True,simulated
306.0,71.6,838.1,45.4,36.71,14.2,97.9,125.3,0.184,True,simulated
307.0,71.7,836.8,41.3,36.71,15.4,97.4,123.0,0.261,True,simulated
308.0,72.6,826.2,41.3,36.72,15.9,98.0,123.6,0.331,True,simulated
309.0,73.4,817.8,41.1,36.71,16.0,97.0,125.2,0.38,True,simulated
310.0,78.2,766.8,45.7,36.69,17.7,98.0,121.5,0.414,True,simulated
311.0,80.8,742.2,44.7,36.67,16.7,97.6,125.0,0.409,True,simulated
312.0,86.4,694.6,43.2,36.61,18.4,97.4,125.0,0.409,True,simulated
313.0,87.8,683.4,43.6,36.64,19.5,98.5,127.5,0.455,True,simulated
314.0,89.6,669.7,45.0,36.69,19.1,98.2,123.3,0.42,True,simulated
315.0,89.4,671.2,44.8,36.73,19.7,97.4,123.5,0.443,True,simulated
316.0,91.8,653.3,45.0,36.77,20.2,98.4,125.8,0.467,True,simulated
317.0,91.6,655.1,44.8,36.68,21.1,98.1,128.6,0.485,True,simulated
318.0,94.7,633.9,43.6,36.69,21.0,98.5,126.5,0.474,True,simulated
319.0,95.5,628.4,42.5,36.74,21.0,97.8,126.3,0.47,True,simulated
320.0,95.8,626.5,42.7,36.75,20.1,98.4,127.2,0.521,True,simulated
321.0,95.4,629.1,41.6,36.67,21.9,98.1,131.3,0.493,True,simulated
322.0,96.3,623.1,42.0,36.66,20.7,97.5,128.0,0.482,True,simulated
323.0,96.8,619.7,43.0,36.65,21.5,97.8,127.4,0.487,True,simulated
324.0,97.6,614.6,41.4,36.68,21.1,98.5,133.0,0.484,True,simulated
325.0,97.7,614.2,40.9,36.65,22.0,98.3,129.6,0.525,True,simulated
326.0,97.0,618.7,41.0,36.66,22.2,97.6,128.6,0.505,True,simulated
327.0,97.5,615.4,40.8,36.69,21.4,98.7,130.6,0.493,True,simulated
328.0,99.8,601.3,34.6,36.71,21.0,98.0,131.0,0.506,True,simulated
329.0,99.7,601.8,34.6,36.65,21.5,97.8,131.9,0.527,True,simulated
330.0,99.8,601.3,34.4,36.65,21.5,97.6,133.4,0.495,True,simulated
331.0,100.4,597.5,33.8,36.65,21.7,98.8,130.3,0.512,True,simulated
