t,hr,rr,hrv,temp,resp,spo2,bp,activity,leads_ok,source
79.0,93.7,,79.42,36.6,35.36,58.5,129.7,0.516,True,simulated
80.0,95.2,,,36.59,20.5,96.8,128.8,0.521,True,simulated
81.0,,636.0,37.0,36.56,22.0,,136.0,0.512,True,simulated
82.0,94.3,634.9,35.9,,22.0,58.68,134.1,0.49,True,simulated
83.0,95.1,630.7,,,20.6,97.1,133.2,0.533,True,simulated
84.0,95.0,631.3,35.1,36.56,,97.0,212.64,0.472,True,simulated
85.0,95.7,,33.0,,,97.2,132.9,0.476,True,simulated
86.0,155.52,626.9,53.28,36.6,,97.9,136.0,0.526,True,simulated
87.0,,621.2,30.3,36.6,,97.0,137.0,0.294,True,simulated
88.0,96.0,624.9,,36.59,46.2,97.4,138.2,0.503,True,simulated
89.0,96.8,619.8,31.0,36.61,,,,0.492,True,simulated
90.0,213.18,,,36.64,21.7,97.7,,1.074,True,simulated
91.0,,,,36.66,33.6,97.7,133.9,,False,simulated
92.0,156.48,613.3,31.9,36.69,20.9,97.6,,,True,simulated
93.0,,,,36.69,22.4,214.28,136.5,0.552,True,simulated
94.0,,611.1,,36.68,,97.0,134.9,0.489,True,simulated
95.0,98.9,606.9,12.16,36.65,21.7,38.92,138.2,0.522,True,simulated
96.0,98.8,606.9,47.2,80.74,,97.1,136.4,0.494,True,simulated
97.0,218.02,968.96,28.3,,20.9,97.1,136.5,0.314,True,simulated
98.0,98.2,605.6,11.08,,,,133.7,,True,simulated
99.0,98.2,,27.5,36.71,21.8,,139.2,1.069,True,simulated
100.0,,,,36.64,22.2,,139.2,0.217,False,simulated
101.0,,614.6,29.4,36.68,21.4,214.5,,0.495,True,simulated
102.0,97.8,613.6,28.9,58.688,21.9,58.62,134.8,0.519,True,simulated
103.0,,,,36.68,13.2,,,0.507,False,simulated
104.0,,,,58.752,21.0,,138.3,0.297,False,simulated
105.0,98.1,611.3,10.6,36.65,46.64,214.28,,0.534,True,simulated
106.0,39.16,612.8,,,,96.6,,0.528,True,simulated
107.0,97.9,618.6,25.6,36.7,21.0,,53.72,,True,simulated
108.0,98.0,,25.2,80.828,22.2,97.4,133.6,,True,simulated
109.0,98.7,,,36.74,,97.4,137.1,0.492,True,simulated
110.0,39.48,607.9,23.4,22.008,,97.3,132.7,0.204,True,simulated
111.0,98.7,241.4,9.6,36.75,47.08,213.4,132.4,0.779,True,simulated
112.0,,,24.7,,21.9,97.0,,0.477,True,simulated
113.0,,609.6,,22.032,21.4,97.6,218.72,,True,simulated
114.0,98.3,610.5,25.2,36.75,22.2,,303.16,0.778,True,simulated
115.0,98.1,610.5,40.16,36.75,,97.7,,0.499,True,simulated
116.0,,,,36.74,22.3,,132.5,0.499,False,simulated
117.0,99.3,595.9,15.54,36.76,,,134.1,0.525,True,simulated
118.0,99.5,603.1,27.7,36.69,21.9,98.0,134.3,,True,simulated
119.0,219.12,,26.9,,13.08,,133.5,0.514,True,simulated
120.0,,366.9,27.0,36.74,34.72,,,,True,simulated
121.0,,606.6,,36.74,21.3,,,0.415,True,simulated
122.0,,,28.9,36.74,21.3,39.32,135.7,0.321,True,simulated
123.0,,,,36.75,21.2,,79.68,0.4,False,simulated
124.0,98.8,609.9,65.12,36.78,20.1,,134.1,0.161,True,simulated
125.0,,619.8,29.2,22.05,20.4,98.2,52.52,0.114,True,simulated
126.0,150.72,619.8,30.9,58.8,11.22,97.8,,0.106,True,simulated
127.0,,259.48,31.0,36.72,17.8,97.3,131.3,0.053,True,simulated
128.0,,,30.9,36.72,7.4,98.2,129.6,0.115,True,simulated
129.0,89.6,669.4,31.1,,10.68,156.0,212.48,,True,simulated
130.0,,,,36.8,17.8,,129.2,0.041,False,simulated
131.0,,,,36.76,16.8,,76.74,,False,simulated
132.0,,,,,17.9,97.4,125.8,0.054,False,simulated
133.0,86.3,685.4,,36.76,9.78,97.8,52.04,0.017,True,simulated
134.0,86.3,,12.2,36.73,15.5,98.5,274.56,0.02,True,simulated
135.0,83.6,,30.9,36.79,14.5,,,0.027,True,simulated
136.0,,722.4,30.4,36.79,15.6,,,0.016,True,simulated
137.0,,,,36.74,15.1,156.0,,0.011,False,simulated
138.0,80.1,748.7,30.1,,14.2,97.5,124.7,,True,simulated
139.0,79.4,,30.1,36.74,13.8,97.5,124.7,0.0,True,simulated
140.0,79.6,753.5,,,13.8,39.2,123.7,0.0,True,simulated
141.0,,,,36.73,30.14,214.06,120.1,,True,simulated
142.0,,1220.48,30.6,,,,120.1,,True,simulated
143.0,,,30.4,36.65,13.8,,120.7,0.0,True,simulated
144.0,76.5,783.9,,,,97.5,123.5,0.0,True,simulated
145.0,,,,36.66,13.2,97.8,124.3,,False,simulated
146.0,,797.6,12.12,36.63,14.3,,120.6,0.029,True,simulated
147.0,,,,36.62,14.8,,122.4,,False,simulated
148.0,74.6,788.5,30.2,36.68,20.8,97.3,123.3,0.0,True,simulated
149.0,76.3,786.1,31.7,14.644,12.9,97.8,121.6,,True,simulated
150.0,,,,36.61,13.0,97.8,69.84,0.0,False,simulated
151.0,120.48,,,21.948,13.6,,,,True,simulated
152.0,74.4,1773.86,32.4,58.576,13.4,,118.5,0.0,True,simulated
153.0,74.1,809.9,34.2,36.63,,94.0,120.0,0.0,True,simulated
154.0,73.6,814.9,34.2,36.63,14.1,,117.3,0.038,True,simulated
155.0,,815.5,35.1,36.63,,91.8,118.0,,True,simulated
156.0,44.28,813.4,35.1,,15.4,91.1,,,True,simulated
157.0,29.76,806.9,34.5,36.64,15.3,,118.7,0.0,True,simulated
158.0,74.4,,,36.64,5.76,89.3,116.5,0.002,True,simulated
159.0,,,34.9,36.67,14.6,89.4,72.12,,True,simulated
160.0,,,58.56,36.64,14.6,89.4,119.3,0.0,True,simulated
161.0,75.8,788.4,14.68,36.63,14.3,,120.4,0.0,True,simulated
162.0,,773.0,,,15.0,140.8,,0.017,True,simulated
163.0,,,,,6.28,,118.8,0.041,False,simulated
164.0,79.6,452.22,37.3,36.59,,87.6,117.8,0.032,True,simulated
165.0,,737.4,,14.616,,86.3,,0.0,True,simulated
166.0,82.9,724.0,37.0,80.454,6.6,86.1,,0.022,True,simulated
167.0,,,,58.512,16.8,,118.8,0.003,False,simulated
168.0,85.5,280.76,37.3,,17.1,85.1,117.4,0.007,True,simulated
169.0,,,,36.6,,85.6,,0.0,False,simulated
170.0,,,16.6,36.57,,51.06,258.5,0.075,True,simulated
171.0,138.88,690.9,41.5,36.63,38.06,,122.6,0.0,True,simulated
172.0,88.3,690.9,,36.56,17.6,,120.3,,True,simulated
173.0,88.8,675.9,42.0,36.6,17.6,84.9,123.5,,True,simulated
174.0,88.4,,91.08,36.59,17.9,85.4,120.6,0.012,True,simulated
175.0,,679.0,,36.57,18.3,85.4,,0.0,True,simulated
176.0,,,,21.978,18.3,84.8,121.9,0.0,False,simulated
177.0,89.0,1079.2,44.3,,19.0,,,0.0,True,simulated
178.0,35.36,,43.9,36.63,,85.2,115.7,,True,simulated
179.0,,667.6,,36.62,41.8,,71.7,0.0,True,simulated
180.0,,666.2,42.0,,18.5,84.9,261.36,0.0,True,simulated
181.0,146.72,654.4,,36.62,,84.7,,0.0,True,simulated
182.0,91.2,657.7,43.5,,20.0,85.8,115.2,0.006,True,simulated
183.0,146.4,393.36,,14.64,17.9,84.9,120.8,0.0,True,simulated
184.0,91.0,659.5,42.5,36.61,7.36,85.0,114.5,,True,simulated
185.0,35.72,659.5,43.6,36.65,18.3,85.0,46.76,0.005,True,simulated
186.0,88.8,675.9,17.52,,18.3,187.44,117.2,,True,simulated
187.0,,679.3,43.3,36.58,18.1,84.6,118.5,0.004,True,simulated
188.0,88.8,676.0,,,,,117.0,,True,simulated
189.0,88.7,676.6,42.3,80.608,19.6,,117.0,0.003,True,simulated
190.0,88.7,,67.84,36.64,19.6,,116.6,0.014,True,simulated
191.0,,,,36.58,7.36,86.5,117.6,0.014,False,simulated
192.0,,,,36.55,18.8,51.36,117.7,0.033,False,simulated
193.0,89.3,671.7,,36.61,18.7,,117.7,0.0,True,simulated
194.0,88.5,671.7,38.5,,17.9,85.6,116.8,0.0,True,simulated
195.0,35.4,677.7,38.5,,18.6,,116.6,,True,simulated
196.0,88.5,682.2,37.3,,18.8,,117.3,,True,simulated
197.0,88.7,,38.4,36.65,7.32,85.3,,,True,simulated
198.0,88.7,677.2,38.3,36.6,7.64,86.6,119.4,0.002,True,simulated
199.0,142.4,,37.3,,43.12,,258.28,0.006,True,simulated
200.0,,,,36.56,19.9,85.9,71.16,0.0,False,simulated
201.0,,671.8,36.2,36.56,20.1,85.4,116.8,,True,simulated
202.0,87.9,1092.8,36.2,,19.4,,116.8,0.043,True,simulated
203.0,88.7,676.5,,36.59,,85.9,118.0,0.013,True,simulated
204.0,89.5,670.2,36.7,36.61,18.7,,115.7,0.005,True,simulated
205.0,87.5,,42.1,,18.7,85.9,116.1,0.013,True,simulated
206.0,140.32,684.2,,36.64,19.3,85.1,113.5,0.0,True,simulated
207.0,87.2,684.2,42.8,36.57,19.0,85.4,119.8,0.0,True,simulated
208.0,34.28,420.12,24.06,36.6,18.6,,,0.0,True,simulated
209.0,51.48,699.4,40.1,36.58,,,116.7,0.0,True,simulated
210.0,87.1,689.0,44.4,,,,116.7,0.0,True,simulated
211.0,192.28,,46.2,,18.7,,117.5,0.0,True,simulated
212.0,87.4,678.5,46.1,58.528,19.1,,116.6,0.009,True,simulated
213.0,,,45.4,,17.9,87.6,114.2,,True,simulated
214.0,194.26,679.6,45.8,36.62,18.5,87.7,,0.0,True,simulated
215.0,86.7,,46.2,36.61,19.2,53.16,67.5,0.002,True,simulated
216.0,188.76,1538.24,46.0,,28.64,89.1,117.1,0.006,True,simulated
217.0,33.56,715.2,,,7.24,89.1,,0.0,True,simulated
218.0,,,,,17.4,90.5,113.7,0.0,False,simulated
219.0,,,,36.51,17.8,90.7,113.7,0.0,False,simulated
220.0,82.4,728.3,49.4,36.57,17.6,90.6,,0.0,True,simulated
221.0,,,,80.388,38.94,91.3,115.3,0.01,False,simulated
222.0,80.8,742.5,50.5,36.54,17.0,,112.0,0.013,True,simulated
223.0,,1642.08,50.6,36.48,,92.6,113.9,0.0,True,simulated
224.0,,,,36.54,16.2,92.7,112.9,0.013,True,simulated
225.0,,,53.8,36.55,27.04,92.7,112.6,0.0,True,simulated
226.0,,760.7,49.7,,,93.7,113.4,0.0,True,simulated
227.0,78.9,758.2,48.9,36.5,15.8,149.44,111.3,0.02,True,simulated
228.0,,775.4,51.2,58.4,,,111.6,0.019,True,simulated
229.0,76.0,775.4,20.28,36.6,,,111.7,0.0,True,simulated
230.0,75.7,792.9,51.7,36.56,16.1,93.7,,0.007,True,simulated
231.0,,,,,16.1,,177.92,,False,simulated
232.0,74.4,322.52,46.7,14.636,15.4,93.9,241.12,0.0,True,simulated
233.0,73.3,818.2,,,,208.12,,0.02,True,simulated
234.0,73.0,821.9,48.8,58.432,,95.0,109.2,,True,simulated
235.0,,,,36.55,15.4,,114.8,0.064,False,simulated
236.0,70.5,340.56,48.7,,,,108.5,0.0,True,simulated
237.0,70.9,851.4,47.9,,15.7,,110.1,0.031,True,simulated
238.0,70.9,,,36.55,15.5,96.1,110.4,0.0,True,simulated
239.0,,1873.96,48.1,,15.5,95.7,67.56,,True,simulated
240.0,69.7,516.36,46.5,36.56,14.8,95.2,,0.0,True,simulated
241.0,69.7,,49.5,36.59,14.6,96.1,115.6,0.0,True,simulated
242.0,74.7,802.9,49.5,36.58,,96.1,115.6,0.018,True,simulated
243.0,27.36,877.1,144.4,36.58,14.7,154.4,112.2,0.01,True,simulated
244.0,68.4,,227.0,36.54,14.4,,176.64,0.013,True,simulated
245.0,41.04,,227.0,36.53,,96.7,43.76,,True,simulated
246.0,66.8,898.3,232.7,,,97.2,109.4,0.0,True,simulated
247.0,,,,58.4,13.6,96.4,,0.0,True,simulated
248.0,,,,21.93,,96.3,108.3,0.017,True,simulated
249.0,60.8,986.7,231.7,,,96.3,240.46,0.0,True,simulated
250.0,64.8,926.4,,,5.44,96.7,110.7,0.0,True,simulated
251.0,64.9,924.7,231.6,36.53,14.2,96.7,,,True,simulated
252.0,104.8,916.6,,,23.68,97.1,112.2,0.0,True,simulated
253.0,,,,,13.7,97.1,112.3,,False,simulated
254.0,,,,36.57,14.9,97.2,114.5,,False,simulated
255.0,103.04,931.0,111.32,80.366,,97.4,115.1,0.024,True,simulated
256.0,38.16,943.2,278.1,36.58,,155.68,115.1,0.022,True,simulated
257.0,63.5,945.1,278.1,,15.1,97.3,110.7,0.0,True,simulated
258.0,129.58,1018.0,278.7,,15.1,97.2,108.2,0.0,True,simulated
259.0,63.0,381.0,,36.56,14.6,97.5,,0.001,True,simulated
260.0,,,,36.55,14.7,213.4,113.0,0.0,False,simulated
261.0,63.4,953.4,278.3,36.6,14.1,,112.1,0.0,True,simulated
262.0,,,,36.58,,96.8,113.4,0.011,False,simulated
263.0,,964.0,696.08,36.58,14.8,97.1,115.1,,True,simulated
264.0,,,,14.624,15.1,,,0.005,False,simulated
265.0,,971.6,321.9,36.55,24.16,97.7,112.0,,True,simulated
266.0,,,,36.54,15.9,97.7,,0.022,False,simulated
267.0,57.4,,193.38,36.54,15.4,,113.3,0.005,True,simulated
268.0,,,,58.416,14.7,,,,False,simulated
269.0,67.1,893.6,195.24,58.448,15.7,153.92,112.9,0.011,True,simulated
270.0,61.6,974.6,,36.52,14.8,97.1,116.3,0.016,True,simulated
271.0,61.6,,,36.5,,97.7,114.3,0.0,True,simulated
272.0,,,318.2,36.5,13.9,97.3,179.2,0.018,True,simulated
273.0,,,,,14.2,97.3,113.6,0.016,False,simulated
274.0,,1527.2,287.9,36.54,15.2,97.4,113.6,0.0,True,simulated
275.0,,841.7,292.0,36.53,14.3,98.3,112.9,0.001,True,simulated
276.0,120.48,,643.28,,13.9,155.04,112.8,0.032,True,simulated
277.0,79.2,797.2,292.4,36.51,13.6,97.6,108.3,0.009,True,simulated
278.0,79.6,754.2,292.6,36.51,13.9,97.5,113.3,0.0,True,simulated
279.0,84.7,,,36.54,13.7,58.44,110.3,0.0,True,simulated
280.0,85.3,703.6,,36.51,,98.5,243.54,0.0,True,simulated
281.0,86.7,691.9,250.8,80.388,5.4,97.4,66.72,0.0,True,simulated
282.0,,,,80.3,13.6,,,0.0,False,simulated
283.0,,,251.5,,13.8,96.8,111.6,0.018,True,simulated
284.0,,652.1,252.6,80.388,13.4,97.2,107.3,0.0,True,simulated
285.0,92.6,647.8,254.2,,21.12,97.2,107.3,0.028,True,simulated
286.0,91.0,,246.4,21.924,13.2,97.6,110.0,0.01,True,simulated
287.0,,,246.4,36.52,13.7,,,0.0,True,simulated
288.0,84.0,714.1,196.5,,,96.5,111.5,,True,simulated
289.0,,,,,13.5,154.08,111.5,,False,simulated
290.0,83.1,724.8,314.88,36.55,13.8,39.16,112.2,0.029,True,simulated
291.0,54.18,,196.8,36.55,13.9,97.3,111.8,0.0,True,simulated
292.0,55.86,,96.0,,13.5,,,,True,simulated
293.0,92.2,,97.9,36.55,,97.3,116.2,0.012,True,simulated
294.0,84.9,706.7,97.9,36.54,5.32,155.52,113.4,0.008,True,simulated
295.0,83.4,706.7,88.4,,13.3,97.9,113.7,0.0,True,simulated
296.0,50.64,710.5,,36.45,,97.6,,0.027,True,simulated
297.0,191.18,710.5,89.9,36.56,14.8,97.6,112.5,0.013,True,simulated
298.0,,710.6,,,31.46,58.38,110.8,,True,simulated
299.0,77.6,773.3,93.7,36.52,13.9,97.6,111.8,0.004,True,simulated
300.0,,,,36.46,14.6,97.0,173.12,0.0,False,simulated
