t,hr,rr,hrv,temp,resp,spo2,bp,activity,arrhythmia,hypoxia,sleep,label,lead_off,anomaly,hr_normal,hrv_normal,spo2_normal,resp_normal,hr_residual_true
33.0,55.374,1083.544,71.12,36.477,11.025,98.849,106.004,0.0,none,0.0,False,rest,False,0,55.374,71.12,98.849,11.025,0.0
34.0,55.301,1084.971,71.227,36.477,10.837,98.923,106.051,0.0,none,0.0,False,rest,False,0,55.301,71.227,98.923,10.837,0.0
35.0,55.107,1088.794,71.223,36.47,11.321,98.993,105.735,0.0,none,0.0,False,rest,False,0,55.107,71.223,98.993,11.321,0.0
36.0,54.976,1091.385,71.23,36.475,11.265,98.921,105.63,0.0,none,0.0,False,rest,False,0,54.976,71.23,98.921,11.265,0.0
37.0,54.785,1095.184,71.241,36.485,11.243,98.934,105.228,0.0,none,0.0,False,rest,False,0,54.785,71.241,98.934,11.243,0.0
38.0,54.573,1099.454,71.228,36.482,11.356,98.887,106.161,0.0,none,0.0,False,rest,False,0,54.573,71.228,98.887,11.356,0.0
39.0,54.388,1103.185,71.223,36.482,11.323,98.915,106.912,0.0,none,0.0,False,rest,False,0,54.388,71.223,98.915,11.323,0.0
40.0,54.189,1107.237,71.241,36.481,11.213,98.804,106.755,0.0,none,0.0,False,rest,False,0,54.189,71.241,98.804,11.213,0.0
41.0,54.006,1110.992,71.274,36.477,11.13,98.79,106.327,0.0,none,0.0,False,rest,False,0,54.006,71.274,98.79,11.13,0.0
42.0,53.814,1114.947,71.271,36.477,11.286,98.831,106.927,0.0,none,0.0,False,rest,False,0,53.814,71.271,98.831,11.286,0.0
43.0,53.668,1117.992,71.217,36.48,11.538,98.746,105.812,0.0,none,0.0,False,rest,False,0,53.668,71.217,98.746,11.538,0.0
44.0,53.547,1120.507,71.148,36.472,11.637,98.706,105.884,0.0,none,0.0,False,rest,False,0,53.547,71.148,98.706,11.637,0.0
45.0,53.484,1121.836,71.074,36.469,11.706,98.777,106.355,0.0,none,0.0,False,rest,False,0,53.484,71.074,98.777,11.706,0.0
46.0,53.463,1122.268,70.976,36.468,11.862,98.784,106.018,0.0,none,0.0,False,rest,False,0,53.463,70.976,98.784,11.862,0.0
47.0,53.477,1121.974,70.866,36.452,11.976,98.745,107.113,0.0,none,0.0,False,rest,False,0,53.477,70.866,98.745,11.976,0.0
48.0,53.548,1120.494,70.738,36.457,12.129,98.758,106.803,0.0,none,0.0,False,rest,False,0,53.548,70.738,98.758,12.129,0.0
49.0,53.53,1120.876,70.631,36.469,12.099,98.809,106.781,0.0,none,0.0,False,rest,False,0,53.53,70.631,98.809,12.099,0.0
50.0,53.509,1121.314,70.545,36.452,12.059,98.827,106.711,0.0,none,0.0,False,rest,False,0,53.509,70.545,98.827,12.059,0.0
51.0,53.42,1123.182,70.486,36.472,11.975,98.702,106.501,0.0,none,0.0,False,rest,False,0,53.42,70.486,98.702,11.975,0.0
52.0,53.402,1123.544,70.465,36.48,11.825,98.611,105.39,0.0,none,0.0,False,rest,False,0,53.402,70.465,98.611,11.825,0.0
53.0,53.467,1122.181,70.468,36.481,11.72,98.607,105.88,0.0,none,0.0,False,rest,False,0,53.467,70.468,98.607,11.72,0.0
54.0,53.557,1120.309,70.48,36.475,11.672,98.636,106.417,0.0,none,0.0,False,rest,False,0,53.557,70.48,98.636,11.672,0.0
55.0,53.821,1114.797,70.485,36.468,11.704,98.689,106.35,0.0,none,0.0,False,rest,False,0,53.821,70.485,98.689,11.704,0.0
56.0,53.978,1111.567,70.509,36.482,11.607,98.764,106.926,0.0,none,0.0,False,rest,False,0,53.978,70.509,98.764,11.607,0.0
57.0,54.203,1106.955,70.462,36.479,11.934,98.771,107.408,0.0,none,0.0,False,rest,False,0,54.203,70.462,98.771,11.934,0.0
58.0,54.408,1102.785,70.365,36.493,12.21,98.916,107.455,0.0,none,0.0,False,rest,False,0,54.408,70.365,98.916,12.21,0.0
59.0,54.529,1100.324,70.271,36.491,12.246,98.901,107.488,0.0,none,0.0,False,rest,False,0,54.529,70.271,98.901,12.246,0.0
60.0,54.628,1098.34,70.237,36.497,12.014,98.916,107.639,0.0,none,0.0,False,rest,False,0,54.628,70.237,98.916,12.014,0.0
61.0,55.772,1075.802,69.29,36.501,12.384,99.113,108.425,0.111,none,0.0,False,walking,False,0,55.772,69.29,99.113,12.384,0.0
62.0,57.333,1046.517,67.907,36.504,12.713,99.185,108.3,0.197,none,0.0,False,walking,False,0,57.333,67.907,99.185,12.713,0.0
63.0,59.13,1014.721,66.301,36.505,12.936,99.053,109.012,0.264,none,0.0,False,walking,False,0,59.13,66.301,99.053,12.936,0.0
64.0,60.81,986.685,64.506,36.512,13.692,99.077,109.242,0.316,none,0.0,False,walking,False,0,60.81,64.506,99.077,13.692,0.0
65.0,62.626,958.072,62.671,36.512,14.094,99.116,109.549,0.357,none,0.0,False,walking,False,0,62.626,62.671,99.116,14.094,0.0
66.0,64.411,931.517,60.807,36.529,14.767,99.271,109.497,0.388,none,0.0,False,walking,False,0,64.411,60.807,99.271,14.767,0.0
67.0,65.861,911.013,59.016,36.524,15.029,99.194,109.603,0.413,none,0.0,False,walking,False,0,65.861,59.016,99.194,15.029,0.0
68.0,67.226,892.514,57.236,36.535,15.841,99.165,110.949,0.432,none,0.0,False,walking,False,0,67.226,57.236,99.165,15.841,0.0
69.0,68.424,876.892,55.509,36.526,16.499,99.146,111.903,0.447,none,0.0,False,walking,False,0,68.424,55.509,99.146,16.499,0.0
70.0,69.39,864.679,53.907,36.54,16.72,99.181,113.076,0.459,none,0.0,False,walking,False,0,69.39,53.907,99.181,16.72,0.0
71.0,70.156,855.233,52.381,36.551,17.262,99.109,114.255,0.468,none,0.0,False,walking,False,0,70.156,52.381,99.109,17.262,0.0
72.0,70.847,846.894,50.994,36.571,17.347,99.137,115.073,0.475,none,0.0,False,walking,False,0,70.847,50.994,99.137,17.347,0.0
73.0,71.25,842.106,49.729,36.576,17.495,99.164,115.591,0.481,none,0.0,False,walking,False,0,71.25,49.729,99.164,17.495,0.0
74.0,71.532,838.782,48.536,36.55,17.926,99.052,115.682,0.485,none,0.0,False,walking,False,0,71.532,48.536,99.052,17.926,0.0
75.0,71.752,836.217,47.463,36.546,17.981,98.984,115.458,0.488,none,0.0,False,walking,False,0,71.752,47.463,98.984,17.981,0.0
76.0,71.859,834.971,46.459,36.552,18.329,98.986,116.896,0.491,none,0.0,False,walking,False,0,71.859,46.459,98.986,18.329,0.0
77.0,71.836,835.239,45.546,36.539,18.467,98.965,118.435,0.493,none,0.0,False,walking,False,0,71.836,45.546,98.965,18.467,0.0
78.0,71.81,835.537,44.694,36.545,18.768,99.081,119.205,0.494,none,0.0,False,walking,False,0,71.81,44.694,99.081,18.768,0.0
79.0,71.75,836.237,43.905,36.574,19.007,99.206,119.422,0.496,none,0.0,False,walking,False,0,71.75,43.905,99.206,19.007,0.0
80.0,71.604,837.944,43.194,36.566,19.087,99.144,120.249,0.497,none,0.0,False,walking,False,0,71.604,43.194,99.144,19.087,0.0
81.0,71.499,839.176,42.534,36.578,19.308,99.064,120.587,0.497,none,0.0,False,walking,False,0,71.499,42.534,99.064,19.308,0.0
82.0,71.381,840.564,41.913,36.573,19.577,98.958,120.972,0.498,none,0.0,False,walking,False,0,71.381,41.913,98.958,19.577,0.0
83.0,71.205,842.64,41.36,36.553,19.604,98.921,121.756,0.498,none,0.0,False,walking,False,0,71.205,41.36,98.921,19.604,0.0
84.0,70.943,845.755,40.857,36.556,19.707,98.997,122.915,0.499,none,0.0,False,walking,False,0,70.943,40.857,98.997,19.707,0.0
85.0,70.689,848.786,40.431,36.56,19.565,98.938,123.531,0.499,none,0.0,False,walking,False,0,70.689,40.431,98.938,19.565,0.0
86.0,70.417,852.069,40.034,36.576,19.716,98.942,123.183,0.499,none,0.0,False,walking,False,0,70.417,40.034,98.942,19.716,0.0
87.0,70.22,854.455,39.73,36.588,19.367,98.963,122.84,0.499,none,0.0,False,walking,False,0,70.22,39.73,98.963,19.367,0.0
88.0,70.01,857.018,39.48,36.583,19.223,98.904,122.172,0.5,none,0.0,False,walking,False,0,70.01,39.48,98.904,19.223,0.0
89.0,69.799,859.617,39.246,36.576,19.325,98.705,122.055,0.5,none,0.0,False,walking,False,0,69.799,39.246,98.705,19.325,0.0
90.0,69.695,860.898,39.027,36.578,19.418,98.602,121.93,0.5,none,0.0,False,walking,False,0,69.695,39.027,98.602,19.418,0.0
91.0,69.656,861.37,38.791,36.59,19.725,98.53,121.888,0.5,none,0.0,False,walking,False,0,69.656,38.791,98.53,19.725,0.0
92.0,69.704,860.789,38.56,36.591,19.902,98.545,122.666,0.5,none,0.0,False,walking,False,0,69.704,38.56,98.545,19.902,0.0
93.0,69.783,859.808,38.373,36.575,19.768,98.524,123.085,0.5,none,0.0,False,walking,False,0,69.783,38.373,98.524,19.768,0.0
94.0,69.963,857.595,38.193,36.577,19.884,98.414,123.792,0.5,none,0.0,False,walking,False,0,69.963,38.193,98.414,19.884,0.0
95.0,70.251,854.081,38.023,36.575,19.959,98.425,123.586,0.5,none,0.0,False,walking,False,0,70.251,38.023,98.425,19.959,0.0
96.0,70.434,851.859,37.879,36.568,19.918,98.354,123.758,0.5,none,0.0,False,walking,False,0,70.434,37.879,98.354,19.918,0.0
97.0,70.484,851.263,37.786,36.578,19.67,98.29,124.305,0.5,none,0.0,False,walking,False,0,70.484,37.786,98.29,19.67,0.0
98.0,70.494,851.137,37.744,36.558,19.364,98.267,124.248,0.5,none,0.0,False,walking,False,0,70.494,37.744,98.267,19.364,0.0
99.0,70.468,851.454,37.722,36.569,19.254,98.259,123.551,0.5,none,0.0,False,walking,False,0,70.468,37.722,98.259,19.254,0.0
100.0,70.451,851.656,37.671,36.564,19.489,98.164,124.512,0.5,none,0.0,False,walking,False,0,70.451,37.671,98.164,19.489,0.0
101.0,70.405,852.217,37.625,36.547,19.499,98.236,123.267,0.5,none,0.0,False,walking,False,0,70.405,37.625,98.236,19.499,0.0
102.0,70.396,852.324,37.546,36.548,19.781,98.197,122.693,0.5,none,0.0,False,walking,False,0,70.396,37.546,98.197,19.781,0.0
103.0,70.344,852.949,37.475,36.547,19.789,98.189,122.425,0.5,none,0.0,False,walking,False,0,70.344,37.475,98.189,19.789,0.0
104.0,70.368,852.656,37.416,36.557,19.766,98.208,122.332,0.5,none,0.0,False,walking,False,0,70.368,37.416,98.208,19.766,0.0
105.0,70.443,851.751,37.336,36.542,19.974,98.228,122.658,0.5,none,0.0,False,walking,False,0,70.443,37.336,98.228,19.974,0.0
106.0,70.413,852.118,37.237,36.551,20.181,98.276,122.658,0.5,none,0.0,False,walking,False,0,70.413,37.237,98.276,20.181,0.0
107.0,70.391,852.386,37.192,36.559,19.865,98.347,122.469,0.5,none,0.0,False,walking,False,0,70.391,37.192,98.347,19.865,0.0
108.0,70.379,852.525,37.126,36.556,20.064,98.646,123.299,0.5,none,0.0,False,walking,False,0,70.379,37.126,98.646,20.064,0.0
109.0,70.447,851.7,37.056,36.572,20.152,98.643,123.002,0.5,none,0.0,False,walking,False,0,70.447,37.056,98.643,20.152,0.0
110.0,70.426,851.952,37.013,36.574,20.008,98.657,123.158,0.5,none,0.0,False,walking,False,0,70.426,37.013,98.657,20.008,0.0
111.0,70.342,852.973,36.978,36.573,19.987,98.634,123.313,0.5,none,0.0,False,walking,False,0,70.342,36.978,98.634,19.987,0.0
112.0,70.231,854.327,36.901,36.569,20.332,98.601,123.522,0.5,none,0.0,False,walking,False,0,70.231,36.901,98.601,20.332,0.0
113.0,70.138,855.457,36.876,36.559,20.012,98.505,123.916,0.5,none,0.0,False,walking,False,0,70.138,36.876,98.505,20.012,0.0
114.0,70.117,855.708,36.889,36.544,19.752,98.496,123.87,0.5,none,0.0,False,walking,False,0,70.117,36.889,98.496,19.752,0.0
115.0,70.087,856.076,36.923,36.553,19.587,98.382,123.827,0.5,none,0.0,False,walking,False,0,70.087,36.923,98.382,19.587,0.0
116.0,70.073,856.255,36.959,36.542,19.538,98.348,124.361,0.5,none,0.0,False,walking,False,0,70.073,36.959,98.348,19.538,0.0
117.0,70.076,856.219,37.003,36.543,19.448,98.314,124.248,0.5,none,0.0,False,walking,False,0,70.076,37.003,98.314,19.448,0.0
118.0,70.099,855.933,37.032,36.526,19.523,98.377,124.631,0.5,none,0.0,False,walking,False,0,70.099,37.032,98.377,19.523,0.0
119.0,70.215,854.514,37.045,36.537,19.616,98.447,124.998,0.5,none,0.0,False,walking,False,0,70.215,37.045,98.447,19.616,0.0
120.0,70.357,852.793,37.064,36.546,19.559,98.447,125.342,0.5,none,0.0,False,walking,False,0,70.357,37.064,98.447,19.559,0.0
121.0,70.075,856.23,37.547,36.541,19.226,98.521,125.368,0.389,none,0.0,False,recovery,False,0,70.075,37.547,98.521,19.226,0.0
122.0,69.549,862.705,38.384,36.548,18.803,98.432,124.348,0.303,none,0.0,False,recovery,False,0,69.549,38.384,98.432,18.803,0.0
123.0,68.894,870.897,39.478,36.536,18.393,98.39,124.911,0.236,none,0.0,False,recovery,False,0,68.894,39.478,98.39,18.393,0.0
124.0,68.184,879.968,40.744,36.528,18.022,98.331,124.133,0.184,none,0.0,False,recovery,False,0,68.184,40.744,98.331,18.022,0.0
125.0,67.378,890.494,42.16,36.524,17.451,98.163,123.252,0.143,none,0.0,False,recovery,False,0,67.378,42.16,98.163,17.451,0.0
126.0,66.539,901.72,43.649,36.532,17.038,97.986,122.517,0.112,none,0.0,False,recovery,False,0,66.539,43.649,97.986,17.038,0.0
127.0,65.666,913.714,45.178,36.539,16.614,97.904,121.346,0.087,none,0.0,False,recovery,False,0,65.666,45.178,97.904,16.614,0.0
128.0,64.792,926.038,46.746,36.528,16.059,98.141,120.796,0.068,none,0.0,False,recovery,False,0,64.792,46.746,98.141,16.059,0.0
129.0,63.92,938.67,48.334,36.537,15.488,98.224,120.143,0.053,none,0.0,False,recovery,False,0,63.92,48.334,98.224,15.488,0.0
130.0,63.179,949.684,49.905,36.544,15.012,98.366,119.713,0.041,none,0.0,False,recovery,False,0,63.179,49.905,98.366,15.012,0.0
131.0,62.445,960.843,51.508,36.515,14.247,98.415,119.026,0.032,none,0.0,False,recovery,False,0,62.445,51.508,98.415,14.247,0.0
132.0,61.792,971.004,53.074,36.505,13.756,98.372,117.807,0.025,none,0.0,False,recovery,False,0,61.792,53.074,98.372,13.756,0.0
133.0,61.14,981.362,54.538,36.51,13.567,98.277,117.345,0.019,none,0.0,False,recovery,False,0,61.14,54.538,98.277,13.567,0.0
134.0,60.594,990.203,55.869,36.518,13.557,98.254,117.073,0.015,none,0.0,False,recovery,False,0,60.594,55.869,98.254,13.557,0.0
135.0,60.071,998.825,57.17,36.524,13.08,98.217,116.653,0.012,none,0.0,False,recovery,False,0,60.071,57.17,98.217,13.08,0.0
136.0,59.564,1007.327,58.425,36.522,12.676,98.352,115.881,0.009,none,0.0,False,recovery,False,0,59.564,58.425,98.352,12.676,0.0
137.0,59.071,1015.734,59.569,36.513,12.599,98.364,115.332,0.007,none,0.0,False,recovery,False,0,59.071,59.569,98.364,12.599,0.0
138.0,58.606,1023.788,60.644,36.507,12.358,98.357,115.303,0.006,none,0.0,False,recovery,False,0,58.606,60.644,98.357,12.358,0.0
139.0,58.254,1029.976,61.667,36.498,12.064,98.365,115.574,0.004,none,0.0,False,recovery,False,0,58.254,61.667,98.365,12.064,0.0
140.0,57.905,1036.183,62.569,36.49,12.123,98.422,115.118,0.003,none,0.0,False,recovery,False,0,57.905,62.569,98.422,12.123,0.0
141.0,57.601,1041.64,63.38,36.49,12.097,98.385,114.933,0.003,none,0.0,False,recovery,False,0,57.601,63.38,98.385,12.097,0.0
142.0,57.302,1047.08,64.125,36.49,11.992,98.466,114.113,0.002,none,0.0,False,recovery,False,0,57.302,64.125,98.466,11.992,0.0
143.0,57.097,1050.838,64.813,36.494,11.871,98.47,113.02,0.002,none,0.0,False,recovery,False,0,57.097,64.813,98.47,11.871,0.0
144.0,56.93,1053.917,65.452,36.497,11.742,98.629,112.871,0.001,none,0.0,False,recovery,False,0,56.93,65.452,98.629,11.742,0.0
145.0,56.686,1058.471,66.084,36.479,11.434,98.688,113.726,0.001,none,0.0,False,recovery,False,0,56.686,66.084,98.688,11.434,0.0
146.0,56.414,1063.569,66.631,36.485,11.498,98.726,112.812,0.001,none,0.0,False,recovery,False,0,56.414,66.631,98.726,11.498,0.0
147.0,56.212,1067.391,67.136,36.499,11.408,98.627,111.783,0.001,none,0.0,False,recovery,False,0,56.212,67.136,98.627,11.408,0.0
148.0,55.983,1071.757,67.592,36.511,11.365,98.84,111.478,0.0,none,0.0,False,recovery,False,0,55.983,67.592,98.84,11.365,0.0
149.0,55.775,1075.755,68.038,36.512,11.167,98.79,112.314,0.0,none,0.0,False,recovery,False,0,55.775,68.038,98.79,11.167,0.0
150.0,55.577,1079.584,68.417,36.519,11.243,98.7,112.929,0.0,none,0.0,False,recovery,False,0,55.577,68.417,98.7,11.243,0.0
151.0,55.38,1083.431,68.777,36.505,11.123,97.144,112.848,0.0,none,0.9,False,hypoxia,False,1,55.38,68.777,98.619,11.123,0.0
152.0,55.217,1086.622,69.117,36.5,11.022,95.901,112.366,0.0,none,0.9,False,hypoxia,False,1,55.217,69.117,98.678,11.022,0.0
153.0,55.125,1088.429,69.333,36.503,11.311,94.741,111.668,0.0,none,0.9,False,hypoxia,False,1,55.103,69.362,98.668,11.294,0.022
154.0,55.239,1086.187,69.428,36.507,11.3,93.768,111.287,0.0,none,0.9,False,hypoxia,False,1,55.027,69.598,98.709,11.203,0.212
155.0,55.598,1079.17,69.444,36.514,11.22,92.925,110.358,0.0,none,0.9,False,hypoxia,False,1,54.976,69.849,98.762,10.998,0.622
156.0,55.992,1071.588,69.328,36.512,11.479,92.136,110.383,0.0,none,0.9,False,hypoxia,False,1,54.869,70.05,98.764,11.096,1.122
157.0,56.302,1065.678,69.165,36.505,11.462,91.489,110.609,0.0,none,0.9,False,hypoxia,False,1,54.674,70.27,98.815,10.896,1.628
158.0,56.955,1053.471,68.907,36.52,11.767,90.94,111.454,0.0,none,0.9,False,hypoxia,False,1,54.606,70.441,98.881,11.006,2.349
159.0,57.727,1039.379,68.565,36.528,12.051,90.352,111.29,0.0,none,0.9,False,hypoxia,False,1,54.57,70.577,98.838,11.082,3.157
160.0,58.507,1025.527,68.18,36.512,12.253,89.891,112.464,0.0,none,0.9,False,hypoxia,False,1,54.537,70.698,98.857,11.073,3.969
161.0,59.508,1008.268,67.775,36.517,12.319,89.356,111.736,0.0,none,0.9,False,hypoxia,False,1,54.667,70.838,98.746,10.92,4.841
162.0,60.481,992.04,67.368,36.507,12.461,89.127,111.762,0.0,none,0.9,False,hypoxia,False,1,54.851,70.973,98.891,10.858,5.63
163.0,61.472,976.06,66.894,36.515,12.898,88.8,112.309,0.0,none,0.9,False,hypoxia,False,1,55.089,71.044,98.895,11.095,6.383
164.0,62.401,961.518,66.418,36.503,13.053,88.51,113.088,0.0,none,0.9,False,hypoxia,False,1,55.307,71.115,98.897,11.058,7.095
165.0,63.366,946.884,65.92,36.524,13.358,88.297,112.322,0.0,none,0.9,False,hypoxia,False,1,55.618,71.152,98.943,11.183,7.748
166.0,64.273,933.514,65.417,36.498,13.586,88.07,112.086,0.0,none,0.9,False,hypoxia,False,1,55.914,71.172,98.943,11.239,8.359
167.0,65.18,920.527,64.875,36.512,13.922,87.715,111.8,0.0,none,0.9,False,hypoxia,False,1,56.202,71.157,98.789,11.402,8.978
168.0,65.82,911.573,64.329,36.513,14.268,87.68,112.376,0.0,none,0.9,False,hypoxia,False,1,56.323,71.104,98.932,11.597,9.497
169.0,66.39,903.746,63.781,36.523,14.527,87.489,111.576,0.0,none,0.9,False,hypoxia,False,1,56.404,71.034,98.898,11.711,9.986
170.0,66.895,896.933,63.239,36.539,14.796,87.393,110.928,0.0,none,0.9,False,hypoxia,False,1,56.475,70.943,98.939,11.849,10.42
171.0,67.482,889.123,62.657,36.533,15.269,87.239,111.281,0.0,none,0.9,False,hypoxia,False,1,56.656,70.792,98.908,12.198,10.827
172.0,67.902,883.63,62.102,36.507,15.475,87.191,112.422,0.0,none,0.9,False,hypoxia,False,1,56.726,70.638,98.968,12.293,11.176
173.0,68.245,879.18,61.624,36.488,15.412,87.195,111.683,0.0,none,0.9,False,hypoxia,False,1,56.785,70.536,99.068,12.134,11.461
174.0,68.449,876.571,61.157,36.499,15.551,86.986,112.31,0.0,none,0.9,False,hypoxia,False,1,56.736,70.436,98.942,12.176,11.712
175.0,68.545,875.341,60.737,36.489,15.499,86.792,112.27,0.0,none,0.9,False,hypoxia,False,1,56.626,70.38,98.824,12.027,11.918
176.0,68.664,873.817,60.352,36.469,15.592,86.818,113.564,0.0,none,0.9,False,hypoxia,False,1,56.55,70.327,98.915,12.038,12.114
177.0,69.149,867.687,60.007,36.482,15.556,86.695,112.576,0.0,none,0.9,False,hypoxia,False,1,56.749,70.305,98.85,11.922,12.4
178.0,69.551,862.678,59.675,36.491,15.671,86.613,112.735,0.0,none,0.9,False,hypoxia,False,1,56.889,70.277,98.819,11.962,12.662
179.0,69.878,858.637,59.351,36.507,15.82,86.588,112.969,0.0,none,0.9,False,hypoxia,False,1,56.993,70.235,98.84,12.045,12.885
180.0,70.118,855.7,59.086,36.494,15.696,86.557,113.277,0.0,none,0.9,False,hypoxia,False,1,57.039,70.236,98.849,11.862,13.079
181.0,70.275,853.79,58.894,36.503,15.479,86.576,113.294,0.0,none,0.9,False,hypoxia,False,1,57.044,70.291,98.904,11.595,13.231
182.0,70.472,851.4,58.674,36.486,15.746,86.563,112.994,0.0,none,0.9,False,hypoxia,False,1,57.113,70.295,98.922,11.817,13.359
183.0,70.844,846.933,58.455,36.49,15.907,86.622,113.236,0.0,none,0.9,False,hypoxia,False,1,57.4,70.272,99.009,11.943,13.444
184.0,71.051,844.462,58.254,36.498,15.973,86.666,112.244,0.0,none,0.9,False,hypoxia,False,1,57.552,70.243,99.077,11.982,13.499
185.0,71.132,843.501,58.087,36.493,15.867,86.563,111.671,0.0,none,0.9,False,hypoxia,False,1,57.553,70.247,98.995,11.846,13.579
186.0,71.083,844.08,57.899,36.491,16.078,86.546,111.616,0.0,none,0.9,False,hypoxia,False,1,57.47,70.211,98.998,12.03,13.613
187.0,70.991,845.181,57.761,36.478,15.971,86.642,111.053,0.0,none,0.9,False,hypoxia,False,1,57.362,70.206,99.111,11.905,13.629
188.0,70.861,846.724,57.629,36.483,16.036,86.657,110.595,0.0,none,0.9,False,hypoxia,False,1,57.221,70.191,99.14,11.956,13.64
189.0,70.788,847.598,57.557,36.486,15.865,86.807,110.383,0.0,none,0.9,False,hypoxia,False,1,57.162,70.213,99.304,11.783,13.626
190.0,70.739,848.183,57.48,36.493,15.973,86.876,110.147,0.0,none,0.9,False,hypoxia,False,1,57.137,70.21,99.385,11.894,13.602
191.0,70.697,848.691,57.412,36.487,15.973,86.872,109.986,0.0,none,0.9,False,hypoxia,False,1,57.117,70.207,99.391,11.896,13.581
